Player_Name,matches,inns,balls,runs,wkts,BBI,bowling_ave,Econ,bowling_SR,5W,10W,balls_bowled,runs_against,odi_year
Jos Buttler,165,-,,,-,-,-,-,-,-,-,-,-,2023-2023
Moeen Ali,129,119,,,99,4/46,49.89,5.28,56.6,0,0,5606,4940,2023-2023
Sam Curran,23,23,,,26,5/48,36.38,5.86,37.2,1,0,968,946,2023-2023
David Willey,64,63,,,84,5/30,31.21,5.58,33.5,1,0,2817,2622,2023-2023
Adil Rashid,125,119,,,183,5/27,32.20,5.64,34.2,2,0,6263,5894,2023-2023
Jofra Archer,21,21,,,42,6/40,21.73,4.80,27.1,1,0,1139,913,2023-2023
Olly Stone,8,7,,,8,4/85,39.62,5.98,39.7,0,0,318,317,2023-2023
Anrich Nortje,21,20,,,36,4/51,25.66,5.68,27.1,0,0,976,924,2023-2023
Tabraiz Shamsi,44,41,,,57,5/49,34.38,5.51,37.4,1,0,2134,1960,2023-2023
Chris Woakes,112,108,,,160,6/45,30.23,5.45,33.2,3,0,5317,4837,2023-2023
Marco Jansen,9,9,,,10,2/46,45.70,5.83,47.0,0,0,470,457,2023-2023
Lungi Ngidi,45,44,,,73,6/58,27.90,5.73,29.1,1,0,2130,2037,2023-2023
Keshav Maharaj,27,26,,,29,3/25,37.03,4.79,46.3,0,0,1345,1074,2023-2023
Reece Topley,22,22,,,33,6/24,27.03,5.29,30.6,1,0,1010,892,2023-2023
Reeza Hendricks,27,3,,,1,1/13,47.00,6.71,42.0,0,0,42,47,2023-2023
Lo-handre Louwrens,23,-,,,-,-,-,-,-,-,-,-,-,2023-2023
Karl Birkenstock,20,11,,,5,2/24,52.80,6.43,49.2,0,0,246,264,2023-2023
Michael van Lingen,28,9,,,2,1/0,34.50,4.81,43.0,0,0,86,69,2023-2023
Gerhard Erasmus,40,26,,,20,3/31,29.85,4.36,41.0,0,0,821,597,2023-2023
Jan Nicol Loftie-Eaton,32,16,,,10,3/54,28.50,5.05,33.8,0,0,338,285,2023-2023
Jan Frylinck,28,27,,,34,5/13,25.14,4.35,34.6,1,0,1179,855,2023-2023
Zane Green,33,-,,,-,-,-,-,-,-,-,-,-,2023-2023
Pikky Ya France,25,24,,,15,2/27,44.06,4.58,57.6,0,0,865,661,2023-2023
Ruben Trumpelmann,34,34,,,60,5/30,22.26,4.73,28.2,2,0,1693,1336,2023-2023
Bernard Scholtz,41,41,,,56,5/22,21.08,3.40,37.1,1,0,2081,1181,2023-2023
Tangeni Lungameni,22,22,,,37,6/42,19.97,4.32,27.7,1,0,1026,739,2023-2023
Kushal Bhurtel,44,9,,,4,2/32,41.50,5.35,46.5,0,0,186,166,2023-2023
Aasif Sheikh,41,-,,,-,-,-,-,-,-,-,-,-,2023-2023
Gyanendra Malla,37,2,,,1,1/6,18.00,6.00,18.0,0,0,18,18,2023-2023
Rohit Paudel,52,4,,,0,-,-,3.85,-,0,0,109,70,2023-2023
Kushal Malla,27,22,,,18,2/6,32.94,4.63,42.6,0,0,768,593,2023-2023
Dipendra Singh Airee,50,44,,,36,3/18,31.75,3.88,49.0,0,0,1766,1143,2023-2023
Sundeep Jora,5,-,,,-,-,-,-,-,-,-,-,-,2023-2023
Karan KC,46,46,,,73,5/33,24.26,5.25,27.7,3,0,2024,1771,2023-2023
Sandeep Lamichhane,49,48,,,111,6/11,17.25,4.27,24.2,3,0,2690,1915,2023-2023
Sompal Kami,47,47,,,63,5/33,28.07,4.99,33.7,1,0,2127,1769,2023-2023
Lalit Rajbanshi,21,17,,,28,5/20,17.82,3.56,30.0,1,0,840,499,2023-2023
Ben Shikongo,14,14,,,16,3/42,33.75,6.20,32.6,0,0,522,540,2023-2023
Kyle Coetzer,89,10,,,2,1/17,126.50,5.62,135.0,0,0,270,253,2023-2023
George Munsey,53,-,,,-,-,-,-,-,-,-,-,-,2023-2023
Brandon McMullen,15,15,,,24,5/34,19.95,4.23,28.2,1,0,678,479,2023-2023
Safyaan Sharif,77,76,,,100,5/33,30.14,4.98,36.2,2,0,3625,3014,2023-2023
Mark Watt,61,60,,,89,5/33,24.62,4.12,35.8,1,0,3190,2192,2023-2023
Michael Leask,69,62,,,57,4/24,33.14,5.01,39.6,0,0,2260,1889,2023-2023
Hamza Tahir,31,30,,,40,5/38,25.82,4.26,36.3,1,0,1454,1033,2023-2023
Chris Greaves,23,19,,,23,5/53,22.73,5.60,24.3,1,0,560,523,2023-2023
Christopher McBride,18,7,,,3,1/10,33.33,4.54,44.0,0,0,132,100,2023-2023
Richie Berrington,112,62,,,34,4/40,39.55,5.20,45.5,0,0,1550,1345,2023-2023
Tomas Mackintosh,10,-,,,-,-,-,-,-,-,-,-,-,2023-2023
Matthew Cross,90,-,,,-,-,-,-,-,-,-,-,-,2023-2023
Jack Jarvis,3,3,,,0,-,-,7.10,-,0,0,60,71,2023-2023
Chris Sole,30,30,,,53,4/27,23.67,5.05,28.1,0,0,1490,1255,2023-2023
Gulsan Jha,22,21,,,21,3/28,33.04,6.23,31.8,0,0,668,694,2023-2023
Liam Naylor,1,-,,,-,-,-,-,-,-,-,-,-,2023-2023
Shaun Fouché,7,5,,,6,3/46,21.66,5.00,26.0,0,0,156,130,2023-2023
Muhammad Waseem,45,6,,,0,-,-,7.47,-,0,0,53,66,2023-2023
Vriitya Aravind,55,-,,,-,-,-,-,-,-,-,-,-,2023-2023
Chirag Suri,37,-,,,-,-,-,-,-,-,-,-,-,2023-2023
Chundangapoyil Rizwan,41,5,,,1,1/19,50.00,5.17,58.0,0,0,58,50,2023-2023
Asif Khan,30,-,,,-,-,-,-,-,-,-,-,-,2023-2023
Rohan Mustafa,81,80,,,85,5/25,33.30,4.48,44.5,1,0,3787,2831,2023-2023
Aayan Afzal Khan,25,25,,,32,4/14,27.34,3.86,42.4,0,0,1358,875,2023-2023
Karthik Meiyappan,31,31,,,37,4/37,30.10,5.53,32.6,0,0,1208,1114,2023-2023
Junaid Siddique,43,42,,,60,4/23,27.61,5.01,33.0,0,0,1982,1657,2023-2023
Hazrat Bilal,7,7,,,8,4/47,26.50,4.71,33.7,0,0,270,212,2023-2023
Zahoor Khan,59,59,,,89,6/34,25.96,5.04,30.8,1,0,2750,2311,2023-2023
Alishan Sharafu,14,-,,,-,-,-,-,-,-,-,-,-,2023-2023
Rahul Bhatia,2,2,,,2,1/43,45.00,6.06,44.5,0,0,89,90,2023-2023
Tony Ura,61,1,,,0,-,-,12.00,-,0,0,6,12,2023-2023
Kiplin Doriga,39,-,,,-,-,-,-,-,-,-,-,-,2023-2023
Sese Bau,57,23,,,10,2/35,57.60,4.86,71.0,0,0,710,576,2023-2023
Assad Vala,66,61,,,55,3/17,28.70,3.96,43.4,0,0,2388,1579,2023-2023
Charles Amini,49,43,,,32,4/27,43.06,4.84,53.3,0,0,1706,1378,2023-2023
Hiri Hiri,34,7,,,3,1/6,37.66,6.64,34.0,0,0,102,113,2023-2023
Chad Soper,56,56,,,70,6/41,28.35,4.55,37.3,2,0,2612,1985,2023-2023
Riley Hekure,25,24,,,26,5/13,28.19,4.61,36.6,1,0,953,733,2023-2023
Norman Vanua,57,55,,,61,4/24,34.18,5.20,39.3,0,0,2402,2085,2023-2023
Alei Nao,26,26,,,25,4/27,38.88,5.08,45.9,0,0,1148,972,2023-2023
Semo Kamea,22,21,,,33,5/38,26.30,5.20,30.3,2,0,1000,868,2023-2023
Aarif Sheikh,47,26,,,6,1/16,88.16,4.74,111.5,0,0,669,529,2023-2023
Pratis GC,3,3,,,2,1/37,45.00,4.28,63.0,0,0,126,90,2023-2023
Gaudi Toka,22,5,,,3,3/18,36.66,6.66,33.0,0,0,99,110,2023-2023
Hila Vare,6,-,,,-,-,-,-,-,-,-,-,-,2023-2023
Kabua Morea,17,17,,,22,5/28,26.13,4.71,33.2,1,0,732,575,2023-2023
Aryan Lakra,16,12,,,6,3/38,46.66,5.28,53.0,0,0,318,280,2023-2023
Tamim Iqbal,241,2,,,0,-,-,13.00,-,0,0,6,13,2023-2023
Litton Das,72,-,,,-,-,-,-,-,-,-,-,-,2023-2023
Najmul Hossain Shanto,27,4,,,1,1/10,40.00,5.45,44.0,0,0,44,40,2023-2023
Mushfiqur Rahim,251,-,,,-,-,-,-,-,-,-,-,-,2023-2023
Shakib Al Hasan,235,229,,,305,5/29,28.98,4.44,39.1,4,0,11939,8840,2023-2023
Mahmudullah,218,146,,,82,3/4,45.26,5.21,52.1,0,0,4273,3712,2023-2023
Afif Hossain,28,8,,,3,1/0,22.66,4.97,27.3,0,0,82,68,2023-2023
Mehidy Hasan Miraz,77,74,,,88,4/25,32.97,4.70,42.0,0,0,3699,2902,2023-2023
Taskin Ahmed,59,57,,,81,5/28,30.37,5.43,33.5,2,0,2717,2460,2023-2023
Taijul Islam,18,18,,,30,5/28,23.60,4.37,32.4,1,0,972,708,2023-2023
Mustafizur Rahman,89,88,,,148,6/43,24.62,5.08,29.0,5,0,4305,3645,2023-2023
Phil Salt,14,-,,,-,-,-,-,-,-,-,-,-,2023-2023
James Vince,25,2,,,1,1/18,38.00,5.42,42.0,0,0,42,38,2023-2023
Will Jacks,2,2,,,1,1/18,45.00,4.09,66.0,0,0,66,45,2023-2023
Mark Wood,59,58,,,71,4/33,37.88,5.42,41.9,0,0,2975,2690,2023-2023
Sabir Ali,4,4,,,3,2/50,30.33,5.35,34.0,0,0,102,91,2023-2023
Bhim Sharki,17,1,,,0,-,-,8.00,-,0,0,6,8,2023-2023
Saqib Mahmood,8,8,,,14,4/42,22.85,4.58,29.9,0,0,419,320,2023-2023
Ebadot Hossain,12,11,,,22,4/42,22.90,5.60,24.5,0,0,540,504,2023-2023
Rehan Ahmed,1,1,,,1,1/62,62.00,6.20,60.0,0,0,60,62,2023-2023
Zawar Farid,10,7,,,8,4/30,23.37,5.58,25.1,0,0,201,187,2023-2023
Ashwanth Valthapa,3,-,,,-,-,-,-,-,-,-,-,-,2023-2023
John Kariko,3,3,,,5,4/45,22.80,5.42,25.2,0,0,126,114,2023-2023
Travis Head,54,30,,,14,2/22,58.42,5.82,60.2,0,0,843,818,2023-2023
Mitchell Marsh,72,64,,,54,5/33,35.42,5.43,39.0,1,0,2111,1913,2023-2023
Steven Smith,142,40,,,28,3/16,34.67,5.41,38.4,0,0,1076,971,2023-2023
Marnus Labuschagne,30,9,,,2,2/19,98.50,6.38,92.5,0,0,185,197,2023-2023
Josh Inglis,3,-,,,-,-,-,-,-,-,-,-,-,2023-2023
Cameron Green,15,15,,,11,5/33,34.27,5.02,40.9,1,0,450,377,2023-2023
Glenn Maxwell,128,101,,,60,4/46,50.23,5.56,54.1,0,0,3248,3014,2023-2023
Marcus Stoinis,60,53,,,40,3/16,42.92,5.87,43.8,0,0,1753,1717,2023-2023
Sean Abbott,11,11,,,13,3/23,31.92,5.06,37.8,0,0,492,415,2023-2023
Mitchell Starc,110,110,,,219,6/28,22.09,5.11,25.9,9,0,5676,4839,2023-2023
Adam Zampa,79,79,,,131,5/35,28.46,5.42,31.4,1,0,4122,3729,2023-2023
Ravindra Jadeja,174,168,,,191,5/36,37.39,4.91,45.6,1,0,8725,7142,2023-2023
Towhid Hridoy,9,-,,,-,-,-,-,-,-,-,-,-,2023-2023
Yasir Ali,9,1,,,0,-,-,2.00,-,0,0,6,2,2023-2023
Nasum Ahmed,7,6,,,8,3/19,22.75,3.73,36.5,0,0,292,182,2023-2023
Gareth Delany,21,13,,,7,2/52,58.57,6.30,55.7,0,0,390,410,2023-2023
Brandon King,31,-,,,-,-,-,-,-,-,-,-,-,2023-2023
Kyle Mayers,25,20,,,14,2/30,41.64,5.58,44.7,0,0,626,583,2023-2023
Shamarh Brooks,29,-,,,-,-,-,-,-,-,-,-,-,2023-2023
Shai Hope,115,-,,,-,-,-,-,-,-,-,-,-,2023-2023
Nicholas Pooran,61,7,,,6,4/48,29.00,6.17,28.1,0,0,169,174,2023-2023
Rovman Powell,50,15,,,3,1/7,91.66,5.89,93.3,0,0,280,275,2023-2023
Jason Holder,138,134,,,159,5/27,36.96,5.50,40.2,2,0,6402,5878,2023-2023
Akeal Hosein,38,38,,,57,4/39,29.59,4.84,36.6,0,0,2090,1687,2023-2023
Odean Smith,9,9,,,10,2/26,26.10,5.53,28.3,0,0,283,261,2023-2023
Alzarri Joseph,61,60,,,101,5/56,27.40,5.26,31.2,1,0,3152,2768,2023-2023
Ryan Rickelton,2,-,,,-,-,-,-,-,-,-,-,-,2023-2023
Tony de Zorzi,2,-,,,-,-,-,-,-,-,-,-,-,2023-2023
Tristan Stubbs,1,-,,,-,-,-,-,-,-,-,-,-,2023-2023
Bjorn Fortuin,5,4,,,6,2/46,29.16,5.64,31.0,0,0,186,175,2023-2023
Gerald Coetzee,2,2,,,5,3/57,22.00,5.50,24.0,0,0,120,110,2023-2023
Yannic Cariah,8,8,,,9,2/26,38.44,5.91,39.0,0,0,351,346,2023-2023
Nathan Ellis,4,4,,,5,2/13,30.60,5.46,33.6,0,0,168,153,2023-2023
Blessing Muzarabani,42,42,,,54,5/49,32.64,5.14,38.0,1,0,2054,1763,2023-2023
Vikramjit Singh,25,9,,,7,2/12,24.14,5.82,24.8,0,0,174,169,2023-2023
Max O'Dowd,33,3,,,0,-,-,5.44,-,0,0,43,39,2023-2023
Tom Cooper,32,23,,,14,3/11,36.85,4.77,46.3,0,0,649,516,2023-2023
Colin Ackermann,7,7,,,4,2/51,54.25,4.93,66.0,0,0,264,217,2023-2023
Musa Ahmad,13,-,,,-,-,-,-,-,-,-,-,-,2023-2023
Scott Edwards,38,-,,,-,-,-,-,-,-,-,-,-,2023-2023
Teja Nidamanuru,20,1,,,0,-,-,8.00,-,0,0,6,8,2023-2023
Shariz Ahmad,11,10,,,13,5/43,31.07,6.24,29.8,1,0,388,404,2023-2023
Paul van Meekeren,13,13,,,15,2/28,36.00,5.56,38.8,0,0,582,540,2023-2023
Fred Klaassen,19,19,,,32,3/23,23.53,4.31,32.7,0,0,1047,753,2023-2023
Brandon Glover,9,9,,,9,3/43,49.33,6.08,48.6,0,0,438,444,2023-2023
David Warner,142,1,,,0,-,-,8.00,-,0,0,6,8,2023-2023
Alex Carey,64,-,,,-,-,-,-,-,-,-,-,-,2023-2023
Ashton Agar,21,21,,,20,2/31,45.90,5.27,52.2,0,0,1044,918,2023-2023
Sean Williams,156,128,,,83,4/43,47.54,4.94,57.7,0,0,4792,3946,2023-2023
Ryan Klein,12,12,,,12,2/31,40.00,5.02,47.7,0,0,573,480,2023-2023
Matthew Humphreys,2,2,,,0,-,-,8.63,-,0,0,66,95,2023-2023
Hasan Mahmud,13,12,,,20,5/32,25.35,5.54,27.4,1,0,549,507,2023-2023
Chad Bowes,4,-,,,-,-,-,-,-,-,-,-,-,2023-2023
Will Young,15,-,,,-,-,-,-,-,-,-,-,-,2023-2023
Rachin Ravindra,5,3,,,4,3/65,48.25,7.01,41.2,0,0,165,193,2023-2023
Matt Henry,72,70,,,127,5/30,25.59,5.14,29.8,2,0,3789,3251,2023-2023
Angelo Mathews,221,158,,,120,6/20,33.35,4.62,43.2,1,0,5191,4003,2023-2023
Wesley Barresi,45,3,,,0,-,-,7.40,-,0,0,30,37,2023-2023
Aryan Dutt,25,25,,,20,3/31,48.25,5.17,55.9,0,0,1118,965,2023-2023
Brandon Mavuta,9,8,,,7,2/30,41.85,5.74,43.7,0,0,306,293,2023-2023
Steven Taylor,45,40,,,37,4/23,30.37,4.53,40.1,0,0,1487,1124,2023-2023
Sushant Modani,31,2,,,0,-,-,3.00,-,0,0,12,6,2023-2023
Monank Patel,47,-,,,-,-,-,-,-,-,-,-,-,2023-2023
Aaron Jones,43,9,,,0,-,-,5.61,-,0,0,186,174,2023-2023
Gajanand Singh,32,5,,,6,4/15,15.83,5.04,18.8,0,0,113,95,2023-2023
Shayan Jahangir,12,-,,,-,-,-,-,-,-,-,-,-,2023-2023
Nisarg Patel,41,39,,,42,4/30,30.50,4.75,38.4,0,0,1615,1281,2023-2023
Jessy Singh,24,24,,,25,4/32,37.88,5.29,42.9,0,0,1074,947,2023-2023
Nosthush Kenjige,40,39,,,38,3/22,34.92,4.24,49.3,0,0,1876,1327,2023-2023
Saurabh Netravalkar,48,47,,,73,5/32,22.27,3.96,33.6,2,0,2458,1626,2023-2023
Ali Khan,15,15,,,33,7/32,16.42,4.77,20.6,2,0,681,542,2023-2023
Nikolaas Davin,5,-,,,-,-,-,-,-,-,-,-,-,2023-2023
Michau du Preez,3,-,,,-,-,-,-,-,-,-,-,-,2023-2023
Rameez Shahzad,26,2,,,0,-,-,6.60,-,0,0,30,33,2023-2023
Sanchit Sharma,8,8,,,10,3/37,27.40,5.70,28.8,0,0,288,274,2023-2023
Aaron Johnson,5,-,,,-,-,-,-,-,-,-,-,-,2023-2023
Pargat Singh,5,3,,,2,1/20,30.50,4.35,42.0,0,0,84,61,2023-2023
Matthew Spoors,5,-,,,-,-,-,-,-,-,-,-,-,2023-2023
Srimantha Wijeyeratne,5,-,,,-,-,-,-,-,-,-,-,-,2023-2023
Nicholas Kirton,3,-,,,-,-,-,-,-,-,-,-,-,2023-2023
Harsh Thaker,5,5,,,6,2/27,24.00,3.34,43.0,0,0,258,144,2023-2023
Nikhil Dutta,6,5,,,4,2/30,41.50,4.25,58.5,0,0,234,166,2023-2023
Saad Bin Zafar,5,5,,,8,3/43,26.87,4.77,33.7,0,0,270,215,2023-2023
Ravinderpal Singh,5,-,,,-,-,-,-,-,-,-,-,-,2023-2023
Kaleem Sana,5,5,,,7,3/14,29.57,4.92,36.0,0,0,252,207,2023-2023
Harrison Carlyon,5,4,,,2,2/38,70.50,4.70,90.0,0,0,180,141,2023-2023
Nick Greenwood,5,-,,,-,-,-,-,-,-,-,-,-,2023-2023
Josh Lawrenson,5,-,,,-,-,-,-,-,-,-,-,-,2023-2023
Asa Tribe,5,3,,,0,-,-,7.50,-,0,0,24,30,2023-2023
Jonty Jenner,5,-,,,-,-,-,-,-,-,-,-,-,2023-2023
Benjamin Ward,5,5,,,6,4/39,36.83,5.50,40.1,0,0,241,221,2023-2023
Julius Sumerauer,5,5,,,11,4/51,22.27,5.00,26.7,0,0,294,245,2023-2023
Anthony Hawkins-Kay,1,1,,,1,1/58,58.00,6.44,54.0,0,0,54,58,2023-2023
Jake Dunford,5,-,,,-,-,-,-,-,-,-,-,-,2023-2023
Charles Perchard,5,5,,,9,3/38,23.11,4.62,30.0,0,0,270,208,2023-2023
Elliot Miles,4,4,,,4,2/32,41.25,5.68,43.5,0,0,174,165,2023-2023
Jeremy Gordon,10,10,,,18,6/43,21.83,5.21,25.1,1,0,452,393,2023-2023
Saiteja Mukkamalla,17,-,,,-,-,-,-,-,-,-,-,-,2023-2023
Dominic Blampied,3,3,,,0,-,-,5.92,-,0,0,78,77,2023-2023
Matiullah Khan,1,1,,,1,1/37,37.00,7.40,30.0,0,0,30,37,2023-2023
Tom Blundell,6,-,,,-,-,-,-,-,-,-,-,-,2023-2023
Vivian Kingma,18,18,,,21,3/21,35.28,5.39,39.2,0,0,824,741,2023-2023
Dillon Heyliger,2,2,,,1,1/34,45.00,3.46,78.0,0,0,78,45,2023-2023
Aryansh Sharma,7,-,,,-,-,-,-,-,-,-,-,-,2023-2023
Ansh Tandon,1,-,,,-,-,-,-,-,-,-,-,-,2023-2023
Ben Stevens,1,1,,,0,-,-,9.33,-,0,0,18,28,2023-2023
Daniel Birrell,1,1,,,1,1/54,54.00,5.40,60.0,0,0,60,54,2023-2023
Kashyap Prajapati,31,1,,,0,-,-,3.00,-,0,0,2,1,2023-2023
Jatinder Singh,46,3,,,1,1/11,37.00,5.28,42.0,0,0,42,37,2023-2023
Adeel Shafique,2,-,,,-,-,-,-,-,-,-,-,-,2023-2023
Zeeshan Maqsood,42,42,,,55,4/15,26.47,4.28,37.0,0,0,2039,1456,2023-2023
Mohammad Nadeem,34,26,,,19,3/43,39.63,5.56,42.7,0,0,812,753,2023-2023
Ayaan Khan,34,32,,,27,4/36,34.74,4.86,42.8,0,0,1156,938,2023-2023
Sandeep Goud,36,7,,,0,-,-,5.56,-,0,0,96,89,2023-2023
Fayyaz Butt,23,23,,,28,4/79,35.28,5.89,35.8,0,0,1005,988,2023-2023
Kaleemullah,39,39,,,35,3/43,36.82,4.42,49.8,0,0,1746,1289,2023-2023
Bilal Khan,45,45,,,95,5/31,20.72,5.03,24.6,4,0,2346,1969,2023-2023
Aqib Ilyas,25,23,,,20,4/36,27.60,4.52,36.6,0,0,732,552,2023-2023
Mark Chapman,12,-,,,-,-,-,-,-,-,-,-,-,2023-2023
Adam Milne,45,44,,,50,3/49,37.10,5.34,41.6,0,0,2083,1855,2023-2023
Shaheen Shah Afridi,36,35,,,70,6/35,23.94,5.52,26.0,2,0,1821,1676,2023-2023
Shadab Khan,56,54,,,73,4/28,32.64,5.13,38.1,0,0,2784,2383,2023-2023
Basil Hameed,37,30,,,36,5/17,18.77,4.00,28.1,1,0,1012,676,2023-2023
Shoaib Khan,24,3,,,0,-,-,5.12,-,0,0,48,41,2023-2023
Jay Odedra,9,9,,,10,4/34,25.80,4.44,34.8,0,0,348,258,2023-2023
James Neesham,73,69,,,69,5/27,34.76,6.09,34.2,2,0,2361,2399,2023-2023
Abdullah Shafique,3,-,,,-,-,-,-,-,-,-,-,-,2023-2023
Ihsanullah,1,1,,,0,-,-,7.50,-,0,0,48,60,2023-2023
Cole McConchie,3,3,,,1,1/46,114.00,5.42,126.0,0,0,126,114,2023-2023
Iftikhar Ahmed,12,10,,,8,5/40,41.75,5.38,46.5,1,0,372,334,2023-2023
Mohammad Haris,5,-,,,-,-,-,-,-,-,-,-,-,2023-2023
Ben Lister,1,1,,,1,1/57,57.00,5.70,60.0,0,0,60,57,2023-2023
Shoriful Islam,17,17,,,26,4/21,26.50,5.57,28.5,0,0,742,689,2023-2023
Rony Talukdar,1,-,,,-,-,-,-,-,-,-,-,-,2023-2023
Mrittunjoy Chowdhury,1,1,,,0,-,-,8.00,-,0,0,48,64,2023-2023
Craig Young,39,36,,,65,5/46,26.07,5.46,28.6,1,0,1862,1695,2023-2023
Dimuth Karunaratne,44,2,,,0,-,-,6.75,-,0,0,16,18,2023-2023
Dushan Hemantha,2,2,,,2,2/49,49.50,5.21,57.0,0,0,114,99,2023-2023
Matheesha Pathirana,4,4,,,4,2/18,40.25,6.48,37.2,0,0,149,161,2023-2023
Rahmanullah Gurbaz,21,-,,,-,-,-,-,-,-,-,-,-,2023-2023
Ibrahim Zadran,14,-,,,-,-,-,-,-,-,-,-,-,2023-2023
Rahmat Shah,94,27,,,14,5/32,36.71,5.81,37.8,1,0,530,514,2023-2023
Hashmatullah Shahidi,59,2,,,0,-,-,8.33,-,0,0,18,25,2023-2023
Mohammad Nabi,142,137,,,150,4/30,31.94,4.30,44.5,0,0,6681,4792,2023-2023
Najibullah Zadran,88,2,,,0,-,-,6.00,-,0,0,30,30,2023-2023
Fazalhaq Farooqi,16,16,,,27,4/49,22.59,5.07,26.7,0,0,721,610,2023-2023
Azmatullah Omarzai,12,12,,,6,1/17,57.00,5.10,67.0,0,0,402,342,2023-2023
Fareed Ahmad,14,13,,,19,3/56,23.94,4.94,29.0,0,0,552,455,2023-2023
Mujeeb Ur Rahman,61,60,,,86,5/50,25.05,4.06,36.9,1,0,3177,2155,2023-2023
Noor Ahmad,3,3,,,2,1/54,78.00,7.42,63.0,0,0,126,156,2023-2023
Sadeera Samarawickrama,17,-,,,-,-,-,-,-,-,-,-,-,2023-2023
Dushmantha Chameera,44,43,,,50,5/16,33.16,5.39,36.8,1,0,1843,1658,2023-2023
Maheesh Theekshana,22,22,,,36,4/25,22.19,4.34,30.6,0,0,1104,799,2023-2023
Ali Naseer,9,9,,,10,2/37,39.60,5.63,42.2,0,0,422,396,2023-2023
Johnson Charles,58,1,,,0,-,-,14.40,-,0,0,5,12,2023-2023
Keacy Carty,14,3,,,0,-,-,6.72,-,0,0,25,28,2023-2023
Keemo Paul,30,29,,,34,3/34,36.41,5.92,36.8,0,0,1253,1238,2023-2023
Dominic Drakes,2,2,,,2,2/29,27.00,3.60,45.0,0,0,90,54,2023-2023
Kavem Hodge,3,3,,,2,2/46,51.50,6.43,48.0,0,0,96,103,2023-2023
Roston Chase,42,35,,,27,3/30,43.85,4.87,53.9,0,0,1457,1184,2023-2023
Akeem Jordan,2,2,,,1,1/36,56.00,5.09,66.0,0,0,66,56,2023-2023
Lovepreet Singh,2,-,,,-,-,-,-,-,-,-,-,-,2023-2023
Adhitya Shetty,1,1,,,1,1/56,56.00,5.60,60.0,0,0,60,56,2023-2023
Gulbadin Naib,76,70,,,65,6/43,35.35,5.43,39.0,1,0,2535,2298,2023-2023
Rashid Khan,89,84,,,167,7/18,18.52,4.14,26.8,4,0,4481,3094,2023-2023
Ethan D'Souza,3,-,,,-,-,-,-,-,-,-,-,-,2023-2023
Muhammad Jawadullah,5,5,,,6,3/46,39.83,6.43,37.1,0,0,223,239,2023-2023
Alick Athanaze,1,-,,,-,-,-,-,-,-,-,-,-,2023-2023
Raymon Reifer,6,5,,,6,2/23,24.83,5.55,26.8,0,0,161,149,2023-2023
Kevin Sinclair,7,7,,,11,4/24,25.63,4.44,34.6,0,0,381,282,2023-2023
Joylord Gumbie,7,-,,,-,-,-,-,-,-,-,-,-,2023-2023
Kyle Phillip,5,5,,,6,3/43,40.83,6.04,40.5,0,0,243,245,2023-2023
Ben White,2,2,,,1,1/59,118.00,6.55,108.0,0,0,108,118,2023-2023
Bas de Leede,30,23,,,24,5/52,32.08,5.94,32.3,1,0,777,770,2023-2023
Saqib Zulfiqar,13,10,,,8,2/43,37.00,6.29,35.2,0,0,282,296,2023-2023
Logan van Beek,25,25,,,34,4/24,33.41,5.29,37.8,0,0,1288,1136,2023-2023
Clayton Floyd,9,9,,,5,2/41,61.00,4.84,75.6,0,0,378,305,2023-2023
Naseem Khushi,32,-,,,-,-,-,-,-,-,-,-,-,2023-2023
Barry McCarthy,42,42,,,69,5/46,29.18,5.74,30.4,1,0,2104,2014,2023-2023
Adrian Neill,9,9,,,14,3/32,24.42,4.76,30.7,0,0,431,342,2023-2023
Luke Jongwe,40,37,,,39,5/6,33.41,5.66,35.3,1,0,1379,1303,2023-2023
Abhishek Paradkar,4,4,,,8,4/26,19.87,6.62,18.0,0,0,144,159,2023-2023
Usman Rafiq,2,2,,,0,-,-,8.81,-,0,0,32,47,2023-2023
Romario Shepherd,22,21,,,15,3/44,50.20,5.37,56.0,0,0,840,753,2023-2023
Alasdair Evans,42,40,,,58,5/43,28.94,5.22,33.2,1,0,1928,1679,2023-2023
Arjun Saud,9,-,,,-,-,-,-,-,-,-,-,-,2023-2023
Suraj Kumar,24,-,,,-,-,-,-,-,-,-,-,-,2023-2023
Kishore Mahato,2,2,,,2,2/55,38.00,5.84,39.0,0,0,78,76,2023-2023
Mohammad Saleem,2,2,,,0,-,-,6.77,-,0,0,62,70,2023-2023
Sahan Arachchige,2,1,,,1,1/18,18.00,3.60,30.0,0,0,30,18,2023-2023
Mohammad Naim,4,-,,,-,-,-,-,-,-,-,-,-,2023-2023
Noah Croes,1,-,,,-,-,-,-,-,-,-,-,-,2023-2023
Abdul Rahman,1,1,,,0,-,-,6.75,-,0,0,24,27,2023-2023
Zia-ur-Rehman,1,1,,,0,-,-,6.28,-,0,0,21,22,2023-2023
