,Runs_scored_batting,balls faced,4s_batting,6s_batting,strikerate,Num_matches_batted,Name,Born,Age,Batting_Style,Bowling_Style,Playing_Role,National_Team,player_img,career_start,career_latest,Overs,Maindens,runs_given_baller,wickets_baller,economy_baller,dot_balls_baller,4s_baller,6s_baller,wides_baller,NB_baller,Num_matches_bowled,catches,stumps,batting_average,Playing_Role_New,Rank,Combined_Rank,Is_Captain
123,131.0,124.0,12.0,4.0,95.76428571428572,7.0,Marco Jansen,"May 01, 2000",23y 95d,Right hand Bat,Left arm Medium fast,Bowling Allrounder,South Africa,,2021,2023,78.2,4.0,457.0,10.0,5.8933333333333335,263.0,46.0,10.0,19.0,4.0,9.0,3.0,0.0,18.714285714285715,Bowling Allrounder,4.0,35.506079508726565,
124,106.0,144.0,7.0,2.0,77.4925,8.0,Dwaine Pretorius,"March 29, 1989, Randfontein",34y 128d,Right hand Bat,Right arm Medium fast,Bowling Allrounder,South Africa,,2016,2022,96.2,5.0,486.0,18.0,5.469285714285713,305.0,41.0,10.0,4.0,0.0,14.0,11.0,0.0,13.25,Bowling Allrounder,5.0,31.334317846415047,
125,79.0,96.0,11.0,0.0,82.53555555555556,9.0,Wiaan Mulder,"February 19, 1998, Gauteng",25y 166d,Right hand Bat,Right arm Medium,Bowling Allrounder,South Africa,,2017,2023,51.0,0.0,309.0,9.0,6.080909090909091,150.0,31.0,3.0,17.0,3.0,11.0,5.0,0.0,8.777777777777779,Bowling Allrounder,6.0,29.24911204132822,
126,1492.0,1434.0,112.0,39.0,102.75704545454546,44.0,David Miller,"June 10, 1989, Pietermaritzburg, Natal",34y 55d,Left hand Bat,Right arm Offbreak,Middle order Batter,South Africa,,2010,2023,,,,,,,,,,,,69.0,0.0,33.90909090909091,Middle order Batter,1.0,564.8952954545454,
127,1248.0,1361.0,128.0,14.0,89.22000000000001,24.0,Faf du Plessis,"July 13, 1984, Pretoria",39y 22d,Right hand Bat,Legbreak,Middle order Batter,South Africa,,2011,2021,,,,,,,,,,,,81.0,0.0,52.0,Middle order Batter,2.0,481.76599999999996,
128,968.0,1068.0,85.0,14.0,80.78272727272727,22.0,Temba Bavuma,"May 17, 1990, Cape Town, Cape Province",33y 79d,Right hand Bat,Right arm Medium,Middle order Batter,South Africa,https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Temba_Bavuma.jpg/220px-Temba_Bavuma.jpg,2014,2023,6.1,0.0,22.0,0.0,3.56,24.0,3.0,0.0,0.0,0.0,1.0,22.0,0.0,44.0,Middle order Batter,3.0,378.4348181818181,Yes
129,31.0,33.0,5.0,1.0,87.21,2.0,Christiaan Jonker,"September 24, 1986, Rustenburg",36y 314d,Right hand Bat,Right arm Medium fast,Middle order Batter,South Africa,,2018,2018,,,,,,,,,,,,0.0,0.0,15.5,Middle order Batter,4.0,42.437999999999995,
130,1731.0,1921.0,125.0,30.0,84.33736842105263,38.0,Rassie van der Dussen,"February 07, 1989, Pretoria, Transvaal",34y 178d,Right hand Bat,Legbreak,Top order Batter,South Africa,,2018,2023,1.0,0.0,3.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,19.0,0.0,45.55263157894737,Top order Batter,1.0,564.7615,
131,1345.0,1430.0,142.0,31.0,78.62113636363637,44.0,Aiden Markram,"October 04, 1994, Centurion",28y 304d,Right hand Bat,Right arm Offbreak,Opening Batter,South Africa,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Aiden_Markram_%28cropped%29.jpg/220px-Aiden_Markram_%28cropped%29.jpg,2017,2023,101.0,0.0,563.0,14.0,6.2035,272.0,37.0,13.0,12.0,1.0,20.0,20.0,0.0,30.568181818181817,Top order Batter,2.0,441.71626136363636,
132,947.0,1132.0,95.0,16.0,66.15714285714286,21.0,Janneman Malan,"April 18, 1996, Nelspruit ",27y 108d,Right hand Bat,Legbreak,Top order Batter,South Africa,,2019,2022,,,,,,,,,,,,11.0,0.0,45.095238095238095,Top order Batter,3.0,323.0383333333333,
133,726.0,898.0,76.0,2.0,82.4509090909091,22.0,Hashim Amla,"March 31, 1983, Durban, Natal",40y 126d,Right hand Bat,"Right arm Medium, Right arm Offbreak",Top order Batter,South Africa,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/Hashim_Amla.jpg/220px-Hashim_Amla.jpg,2004,2019,,,,,,,,,,,,87.0,0.0,33.0,Top order Batter,4.0,258.20781818181814,
134,659.0,860.0,67.0,6.0,57.72615384615385,26.0,Reeza Hendricks,"August 14, 1989, Kimberley, Cape Province",33y 355d,Right hand Bat,Right arm Offbreak,Opening Batter,South Africa,https://upload.wikimedia.org/wikipedia/commons/thumb/3/37/REEZA_HENDRICKS_%2815519916117%29.jpg/220px-REEZA_HENDRICKS_%2815519916117%29.jpg,2014,2023,7.0,0.0,47.0,1.0,7.109999999999999,13.0,4.0,1.0,0.0,0.0,3.0,16.0,0.0,25.346153846153847,Top order Batter,5.0,226.77530769230768,
135,146.0,231.0,8.0,3.0,61.58166666666667,6.0,Khaya Zondo,"March 07, 1990, Westville, Durban",33y 150d,Right hand Bat,Right arm Offbreak,Batter,South Africa,,2015,2023,,,,,,,,,,,,1.0,0.0,24.333333333333332,Top order Batter,6.0,73.87025,
136,56.0,79.0,5.0,1.0,70.88,1.0,Zubayr Hamza,"June 19, 1995, Cape Town, Cape Province",28y 46d,Right hand Bat,Legbreak,Batter,South Africa,,2019,2022,,,,,,,,,,,,0.0,0.0,56.0,Top order Batter,7.0,61.208,
137,48.0,48.0,7.0,0.0,99.64500000000001,2.0,Tony de Zorzi,"August 28, 1997",25y 341d,Left hand Bat,Right arm Offbreak,Top order Batter,South Africa,,2023,2023,,,,,,,,,,,,0.0,0.0,24.0,Top order Batter,8.0,57.67575,
138,6.0,17.0,1.0,0.0,38.57,2.0,Dean Elgar,"June 11, 1987, Welkom, Orange Free State",36y 54d,Left hand Bat,Slow Left arm Orthodox,Opening Batter,South Africa,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Dean_Elgar.jpg/220px-Dean_Elgar.jpg,2012,2023,,,,,,,,,,,,4.0,0.0,3.0,Top order Batter,9.0,16.3495,
139,2040.0,2073.0,243.0,38.0,88.5665306122449,49.0,Quinton de Kock,"December 17, 1992, Johannesburg, Gauteng",30y 230d,Left hand Bat,,Wicketkeeper Batter,South Africa,,2012,2023,,,,,,,,,,,,183.0,14.0,41.63265306122449,Wicketkeeper Batter,1.0,79.45310204081633,
140,62.0,59.0,5.0,2.0,106.12666666666667,3.0,AB de Villiers,"February 17, 1984, Pretoria",39y 168d,Right hand Bat,Right arm Medium,Wicketkeeper Batter,South Africa,,2004,2018,,,,,,,,,,,,176.0,5.0,20.666666666666668,Wicketkeeper Batter,2.0,72.67533333333333,
141,1080.0,1032.0,101.0,25.0,90.82757575757576,33.0,Heinrich Klaasen,"July 30, 1991, Pretoria, Transvaal",32y 5d,Right hand Bat,Right arm Offbreak,Wicketkeeper Batter,South Africa,,2018,2023,5.0,0.0,33.0,0.0,6.665,8.0,3.0,0.0,0.0,0.0,2.0,34.0,5.0,32.72727272727273,Wicketkeeper Batter,3.0,37.73369696969697,
142,371.0,439.0,25.0,10.0,78.362,10.0,Kyle Verreynne,"May 12, 1997",26y 84d,Right hand Bat,Right arm Offbreak,Wicketkeeper Batter,South Africa,,2020,2023,,,,,,,,,,,,9.0,0.0,37.1,Wicketkeeper Batter,4.0,29.0524,
143,17.0,26.0,0.0,1.0,58.75,2.0,Ryan Rickelton,"July 11, 1996, Johannesburg, Transvaal, South Africa",27y 24d,Left hand Bat,,Wicketkeeper Batter,South Africa,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/2_40_Ryan_Rickleton.jpg/220px-2_40_Ryan_Rickleton.jpg,2022,2023,,,,,,,,,,,,2.0,2.0,8.5,Wicketkeeper Batter,5.0,15.3,
144,6.0,10.0,0.0,0.0,60.0,1.0,Tristan Stubbs,"August 14, 2000",22y 355d,Right hand Bat,Right arm Offbreak,Wicketkeeper Batter,South Africa,,2022,2023,,,,,,,,,,,,0.0,0.0,6.0,Wicketkeeper Batter,6.0,13.8,
145,1314.0,1609.0,127.0,13.0,79.28403846153847,52.0,Dhananjaya de Silva,"September 06, 1991, Colombo",31y 332d,Right hand Bat,Right arm Offbreak,Batting Allrounder,Sri Lanka,,2015,2023,278.2,1.0,1400.0,37.0,5.2202,772.0,86.0,27.0,16.0,2.0,50.0,35.0,0.0,25.26923076923077,Batting Allrounder,1.0,306.9674615384615,
146,1093.0,1184.0,91.0,19.0,81.27199999999999,30.0,Charith Asalanka,"June 29, 1997, Elpitiya",26y 36d,Left hand Bat,Right arm Offbreak,Batting Allrounder,Sri Lanka,,2021,2023,14.0,0.0,82.0,1.0,5.831666666666667,36.0,7.0,1.0,2.0,0.0,6.0,9.0,0.0,36.43333333333333,Batting Allrounder,2.0,258.5954666666667,
147,800.0,1025.0,68.0,9.0,66.26307692307692,26.0,Angelo Mathews,"June 02, 1987, Colombo",36y 63d,Right hand Bat,Right arm Medium,Batting Allrounder,Sri Lanka,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Angelo_Mathews_%285338334462%29.jpg/220px-Angelo_Mathews_%285338334462%29.jpg,2008,2023,20.0,0.0,102.0,6.0,4.640000000000001,61.0,9.0,2.0,1.0,0.0,4.0,53.0,0.0,30.76923076923077,Batting Allrounder,3.0,193.8590769230769,
148,685.0,776.0,79.0,7.0,83.7725,16.0,Danushka Gunathilaka,"March 17, 1991, Panadura",32y 140d,Left hand Bat,Right arm Offbreak,Batting Allrounder,Sri Lanka,,2015,2022,22.0,1.0,107.0,2.0,5.4775,65.0,3.0,5.0,1.0,0.0,8.0,14.0,0.0,42.8125,Batting Allrounder,4.0,179.47150000000002,
149,144.0,185.0,9.0,2.0,73.40666666666667,6.0,Shehan Jayasuriya,"September 12, 1991, Colombo",31y 326d,Left hand Bat,Right arm Offbreak,Batting Allrounder,Sri Lanka,,2015,2020,36.0,1.0,188.0,2.0,5.295,91.0,9.0,4.0,1.0,0.0,6.0,1.0,0.0,24.0,Batting Allrounder,5.0,63.36266666666666,
150,29.0,44.0,0.0,2.0,65.9,1.0,Dilruwan Perera,"July 22, 1982, Panadura",41y 13d,Right hand Bat,Right arm Offbreak,Batting Allrounder,Sri Lanka,,2007,2021,3.0,0.0,25.0,0.0,8.33,5.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,29.0,Batting Allrounder,6.0,37.96000000000001,
151,4.0,13.0,0.0,0.0,36.11,2.0,Dhananjaya Lakshan,"October 05, 1998, Galle",24y 303d,Left hand Bat,Right arm Medium fast,Batting Allrounder,Sri Lanka,,2021,2022,11.0,0.0,76.0,1.0,6.72,21.0,6.0,1.0,2.0,0.0,3.0,1.0,0.0,2.0,Batting Allrounder,7.0,15.844000000000001,
152,120.0,194.0,7.0,3.0,57.735,18.0,Dushmantha Chameera,"January 11, 1992, Ragama",31y 205d,Right hand Bat,Right arm Fast,Bowler,Sri Lanka,,2015,2023,204.6,9.0,1054.0,39.0,5.031153846153846,711.0,115.0,8.0,32.0,6.0,26.0,7.0,0.0,6.666666666666667,Bowler,1.0,23.479504625028667,
153,71.0,107.0,7.0,1.0,79.69176470588235,17.0,Lasith Malinga,"August 28, 1983, Galle",39y 341d,Right hand Bat,Right arm Fast,Bowler,Sri Lanka,https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/Lasith_Malinga_tossing_a_cricket_ball_at_practice.jpg/220px-Lasith_Malinga_tossing_a_cricket_ball_at_practice.jpg,2004,2020,178.8,10.0,1018.0,37.0,5.758095238095239,572.0,104.0,10.0,50.0,7.0,21.0,31.0,0.0,4.176470588235294,Bowler,2.0,22.269467416473702,
154,88.0,171.0,3.0,0.0,45.10181818181818,11.0,Maheesh Theekshana,"August 01, 2000, Colombo",23y 3d,Right hand Bat,Right arm Offbreak,Bowler,Sri Lanka,,2021,2023,183.6,8.0,799.0,36.0,4.38909090909091,639.0,61.0,8.0,15.0,5.0,22.0,4.0,0.0,8.0,Bowler,3.0,21.69113504556752,
155,17.0,36.0,1.0,1.0,48.92857142857143,14.0,Nuwan Pradeep,"October 19, 1986, Negombo",36y 289d,Right hand Bat,Right arm Fast medium,Bowler,Sri Lanka,,2011,2022,186.9,10.0,1123.0,34.0,6.117272727272728,589.0,132.0,14.0,25.0,6.0,22.0,7.0,0.0,1.2142857142857142,Bowler,4.0,20.465388616436318,
156,63.0,124.0,8.0,0.0,42.850769230769224,13.0,Kasun Rajitha,"June 01, 1993, Matara",30y 64d,Right hand Bat,Right arm Medium fast,Bowler,Sri Lanka,,2016,2023,176.9,4.0,1050.0,31.0,5.7558333333333325,609.0,135.0,15.0,47.0,3.0,24.0,2.0,0.0,4.846153846153846,Bowler,5.0,18.669494715506005,
157,45.0,96.0,5.0,1.0,42.759166666666665,12.0,Lahiru Kumara,"February 13, 1997, Kandy",26y 172d,Left hand Bat,Right arm Fast,Bowler,Sri Lanka,,2016,2023,146.5,4.0,885.0,30.0,6.080454545454546,479.0,108.0,11.0,28.0,0.0,22.0,6.0,0.0,3.75,Bowler,6.0,18.065784555580475,
158,53.0,104.0,4.0,0.0,40.099999999999994,13.0,Lakshan Sandakan,"June 10, 1991, Ragama",32y 55d,Right hand Bat,Left arm Wrist spin,Bowler,Sri Lanka,,2016,2021,173.0,3.0,1049.0,16.0,6.380000000000001,443.0,84.0,17.0,26.0,7.0,20.0,8.0,0.0,4.076923076923077,Bowler,7.0,9.66269592476489,
159,18.0,46.0,0.0,0.0,47.477999999999994,5.0,Jeffrey Vandersay,"February 05, 1990, Wattala",33y 180d,Right hand Bat,Legbreak,Bowler,Sri Lanka,,2015,2023,67.7,3.0,372.0,15.0,5.544444444444444,196.0,32.0,5.0,6.0,0.0,9.0,4.0,0.0,3.6,Bowler,8.0,9.072144288577155,
160,91.0,120.0,8.0,2.0,85.60000000000001,11.0,Suranga Lakmal,"March 10, 1987, Matara",36y 147d,Right hand Bat,Right arm Fast medium,Bowler,Sri Lanka,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Suranga_Lakmal%2C_Sri_Lanka_vs_Pakistan%2C_1st_ODI%2C_2017.jpg/220px-Suranga_Lakmal%2C_Sri_Lanka_vs_Pakistan%2C_1st_ODI%2C_2017.jpg,2009,2022,115.3,5.0,665.0,15.0,5.863125,388.0,76.0,12.0,15.0,2.0,16.0,20.0,0.0,8.272727272727273,Bowler,9.0,9.068223003944142,
161,5.0,7.0,1.0,0.0,73.33333333333333,3.0,Dilshan Madushanka,"September 18, 2000, Hambantota",22y 320d,Right hand Bat,Left arm Fast medium,Bowler,Sri Lanka,,2022,2023,44.0,1.0,221.0,10.0,4.9383333333333335,161.0,22.0,3.0,13.0,3.0,6.0,3.0,0.0,1.6666666666666667,Bowler,10.0,6.080998987512656,
162,109.0,141.0,9.0,3.0,82.3157142857143,7.0,Dunith Wellalage,"January 09, 2003, Colombo",20y 207d,Left hand Bat,Slow Left arm Orthodox,Bowler,Sri Lanka,,2022,2023,51.0,0.0,303.0,9.0,5.99625,136.0,26.0,5.0,4.0,0.0,8.0,3.0,0.0,15.571428571428571,Bowler,11.0,5.466708359391285,
163,7.0,12.0,1.0,0.0,69.04666666666667,3.0,Praveen Jayawickrama,"September 30, 1998, Moratuwa",24y 308d,Right hand Bat,Slow Left arm Orthodox,Bowler,Sri Lanka,,2021,2022,33.0,0.0,177.0,5.0,5.57,87.0,14.0,2.0,3.0,0.0,5.0,0.0,0.0,2.3333333333333335,Bowler,12.0,3.0718132854578095,
164,5.0,13.0,1.0,0.0,43.18,2.0,Matheesha Pathirana,"December 18, 2002, Kandy",20y 229d,Right hand Bat,Right arm Fast,Bowler,Sri Lanka,,2022,2023,24.5,1.0,161.0,4.0,6.225,86.0,11.0,3.0,23.0,0.0,4.0,0.0,0.0,2.5,Bowler,13.0,2.4642570281124496,
165,7.0,6.0,1.0,0.0,116.66,1.0,Shehan Madushanka,"April 10, 1995, Wennappuwa",28y 116d,Right hand Bat,Right arm Fast medium,Bowler,Sri Lanka,,2018,2018,6.1,1.0,26.0,3.0,4.21,23.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,7.0,Bowler,14.0,1.8950118764845605,
166,4.0,33.0,0.0,0.0,6.45,2.0,Amila Aponso,"June 23, 1993, Colombo",30y 42d,Right hand Bat,Slow Left arm Orthodox,Bowler,Sri Lanka,,2016,2018,18.3,0.0,119.0,3.0,6.66,49.0,10.0,4.0,0.0,0.0,3.0,0.0,0.0,2.0,Bowler,15.0,1.8600600600600599,
167,19.0,22.0,3.0,0.0,70.95,2.0,Binura Fernando,"July 12, 1995, Colombo",28y 23d,Right hand Bat,Left arm Medium fast,Bowler,Sri Lanka,,2015,2022,24.8,0.0,136.0,2.0,5.343333333333334,78.0,12.0,1.0,6.0,1.0,3.0,1.0,0.0,9.5,Bowler,16.0,1.2748596381784154,
168,3.0,17.0,0.0,0.0,21.21,2.0,Vishwa Fernando,"September 18, 1991, Colombo",31y 320d,Right hand Bat,Left arm Medium fast,Bowler,Sri Lanka,,2016,2023,10.0,0.0,90.0,2.0,9.0,26.0,16.0,0.0,2.0,0.0,2.0,0.0,0.0,1.5,Bowler,17.0,1.2444444444444445,
169,15.0,52.0,2.0,0.0,28.84,1.0,Pramod Madushan,"December 14, 1993, Hambantota",29y 233d,Right hand Bat,Right arm Medium fast,Bowler,Sri Lanka,,2022,2023,3.0,0.0,13.0,1.0,4.33,12.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,Bowler,18.0,0.692378752886836,
170,1.0,1.0,0.0,0.0,100.0,1.0,Asitha Fernando,"July 31, 1997, Katuneriya",26y 4d,Right hand Bat,Right arm Medium fast,Bowler,Sri Lanka,,2017,2023,28.0,1.0,180.0,1.0,6.516666666666667,79.0,19.0,3.0,2.0,1.0,3.0,0.0,0.0,1.0,Bowler,19.0,0.661381074168798,
171,11.0,13.0,1.0,0.0,50.0,2.0,Prabath Jayasuriya,"November 05, 1991, Matale",31y 272d,Right hand Bat,Slow Left arm Orthodox,Bowler,Sri Lanka,,2018,2023,16.0,0.0,95.0,0.0,6.15,42.0,7.0,2.0,0.0,0.0,2.0,0.0,0.0,5.5,Bowler,20.0,0.06504065040650407,
172,,,,,,,Chamika Gunasekara,"November 25, 1999, Colombo",23y 252d,Right hand Bat,Right arm Medium fast,Bowler,Sri Lanka,,2022,2022,1.0,0.0,8.0,0.0,8.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,Bowler,21.0,0.05,
173,760.0,664.0,69.0,26.0,108.43638888888889,36.0,Wanindu Hasaranga,"July 29, 1997, Galle",26y 6d,Right hand Bat,Legbreak,Bowling Allrounder,Sri Lanka,,2017,2023,346.4,17.0,1701.0,58.0,4.889,1076.0,116.0,40.0,6.0,3.0,40.0,15.0,0.0,21.11111111111111,Bowling Allrounder,1.0,54.194047050067034,
174,886.0,746.0,58.0,36.0,98.03027777777778,36.0,Thisara Perera,"April 03, 1989, Colombo",34y 123d,Left hand Bat,Right arm Medium fast,Bowling Allrounder,Sri Lanka,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Thisara_Perera_2.JPG/220px-Thisara_Perera_2.JPG,2009,2021,215.3,3.0,1267.0,37.0,5.976857142857143,628.0,114.0,28.0,21.0,1.0,35.0,62.0,0.0,24.61111111111111,Bowling Allrounder,2.0,45.46476795815607,
175,176.0,218.0,15.0,3.0,86.16578947368421,19.0,Akila Dananjaya,"October 04, 1993, Panadura",29y 304d,Left hand Bat,"Right arm Offbreak, Legbreak",Bowling Allrounder,Sri Lanka,,2012,2021,200.2,1.0,1036.0,37.0,5.351304347826087,600.0,83.0,18.0,23.0,0.0,23.0,14.0,0.0,9.263157894736842,Bowling Allrounder,3.0,38.839742486700985,
176,22.0,20.0,1.0,1.0,110.0,1.0,Dushan Hemantha,"May 24, 1994, Colombo",29y 72d,Right hand Bat,Legbreak,Bowling Allrounder,Sri Lanka,,2023,2023,19.0,0.0,99.0,2.0,5.225,48.0,7.0,0.0,1.0,1.0,2.0,0.0,0.0,22.0,Bowling Allrounder,4.0,38.038277511961724,
177,432.0,518.0,31.0,8.0,84.17666666666666,21.0,Chamika Karunaratne,"May 29, 1996, Colombo",27y 67d,Right hand Bat,Right arm Medium fast,Bowling Allrounder,Sri Lanka,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Chamika_Karunaratne.jpg/220px-Chamika_Karunaratne.jpg,2019,2023,120.5,3.0,692.0,24.0,5.601428571428571,354.0,62.0,9.0,29.0,3.0,21.0,5.0,0.0,20.571428571428573,Bowling Allrounder,5.0,36.602990891536415,
178,237.0,249.0,17.0,10.0,84.00722222222221,18.0,Isuru Udana,"February 17, 1988, Balangoda",35y 168d,Right hand Bat,Left arm Medium fast,Bowling Allrounder,Sri Lanka,,2009,2021,139.3,2.0,866.0,18.0,6.502105263157894,384.0,83.0,12.0,25.0,2.0,19.0,6.0,0.0,13.166666666666666,Bowling Allrounder,6.0,33.266259268253194,
179,983.0,1057.0,80.0,32.0,77.95422222222223,45.0,Dasun Shanaka,"September 09, 1991, Negombo",31y 329d,Right hand Bat,Right arm Medium,Bowling Allrounder,Sri Lanka,,2015,2023,115.6,3.0,659.0,17.0,6.0200000000000005,325.0,66.0,4.0,20.0,2.0,31.0,15.0,0.0,21.844444444444445,Bowling Allrounder,7.0,32.88837814691768,Yes
180,50.0,50.0,3.0,1.0,90.11500000000001,4.0,Ramesh Mendis,"July 07, 1995, Ambalangoda",28y 28d,Right hand Bat,Right arm Offbreak,Bowling Allrounder,Sri Lanka,,2021,2023,12.0,0.0,74.0,4.0,6.736666666666667,32.0,7.0,0.0,5.0,0.0,3.0,1.0,0.0,12.5,Bowling Allrounder,8.0,30.764188273132113,
181,44.0,62.0,3.0,0.0,67.89,2.0,Angelo Perera,"February 23, 1990, Moratuwa",33y 162d,Right hand Bat,Slow Left arm Orthodox,Bowling Allrounder,Sri Lanka,,2013,2019,2.0,0.0,11.0,0.0,5.5,5.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,22.0,Bowling Allrounder,9.0,24.80336363636364,
182,3.0,4.0,0.0,0.0,75.0,1.0,Milinda Siriwardana,"December 04, 1985, Nagoda",37y 243d,Left hand Bat,Slow Left arm Orthodox,Bowling Allrounder,Sri Lanka,,2015,2019,2.0,0.0,17.0,0.0,8.5,4.0,1.0,1.0,0.0,0.0,1.0,6.0,0.0,3.0,Bowling Allrounder,10.0,23.123529411764707,
183,127.0,214.0,8.0,1.0,55.84142857142857,7.0,Kamindu Mendis,"September 30, 1998, Galle",24y 308d,Left hand Bat,"Right arm Offbreak, Slow Left arm Orthodox",Bowling Allrounder,Sri Lanka,,2018,2022,25.0,0.0,151.0,2.0,6.965999999999999,62.0,16.0,1.0,2.0,0.0,5.0,2.0,0.0,18.142857142857142,Bowling Allrounder,11.0,21.009710881424063,
184,16.0,18.0,0.0,1.0,57.14,2.0,Seekkuge Prasanna,"June 27, 1985, Balapitiya",38y 38d,Right hand Bat,Legbreak,Bowling Allrounder,Sri Lanka,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Seekkuge_Prasanna.jpg/220px-Seekkuge_Prasanna.jpg,2011,2019,15.0,0.0,94.0,0.0,6.4,38.0,5.0,4.0,0.0,0.0,2.0,7.0,0.0,8.0,Bowling Allrounder,12.0,18.77325,
185,32.0,59.0,2.0,2.0,56.6575,4.0,Jeevan Mendis,"January 15, 1983, Colombo",40y 201d,Left hand Bat,Legbreak,Bowling Allrounder,Sri Lanka,,2010,2019,11.1,0.0,70.0,0.0,7.406666666666666,23.0,1.0,3.0,3.0,0.0,3.0,13.0,0.0,8.0,Bowling Allrounder,13.0,18.624252700270027,
186,141.0,217.0,9.0,1.0,47.135,6.0,Ashen Bandara,"November 23, 1998, Galle",24y 254d,Right hand Bat,Legbreak,Middle order Batter,Sri Lanka,,2021,2023,1.0,0.0,8.0,0.0,8.0,2.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,23.5,Middle order Batter,1.0,71.71549999999999,
187,33.0,58.0,2.0,0.0,28.945,2.0,Priyamal Perera,"May 02, 1995, Ragama",28y 94d,Right hand Bat,Right arm Offbreak,Middle order Batter,Sri Lanka,,2019,2019,,,,,,,,,,,,1.0,0.0,16.5,Middle order Batter,2.0,26.008499999999998,
188,1258.0,1484.0,158.0,6.0,72.21212121212122,33.0,Pathum Nissanka,"May 18, 1998, Galle",25y 78d,Right hand Bat,,Top order Batter,Sri Lanka,,2021,2023,,,,,,,,,,,,12.0,0.0,38.121212121212125,Top order Batter,1.0,416.01666666666665,
189,1058.0,1283.0,107.0,1.0,71.02925925925926,27.0,Dimuth Karunaratne,"April 21, 1988, Colombo",35y 105d,Left hand Bat,Right arm Medium,Opening Batter,Sri Lanka,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/2_07_Dimuth_Karunaratne.jpg/220px-2_07_Dimuth_Karunaratne.jpg,2011,2023,1.0,0.0,7.0,0.0,7.0,4.0,0.0,1.0,0.0,0.0,1.0,13.0,0.0,39.18518518518518,Top order Batter,2.0,355.9750555555555,
190,976.0,1061.0,98.0,16.0,80.63962962962962,27.0,Avishka Fernando,"April 05, 1998, Wadduwa",25y 121d,Right hand Bat,Right arm Medium fast,Opening Batter,Sri Lanka,,2016,2023,,,,,,,,,,,,14.0,0.0,36.148148148148145,Top order Batter,3.0,333.67572222222225,
191,319.0,429.0,34.0,6.0,76.43625,16.0,Upul Tharanga,"February 02, 1985, Balapitiya",38y 183d,Left hand Bat,,Batter,Sri Lanka,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Upul-Tharanga%2C_Sri_Lanka_vs_Pakistan%2C_1st_ODI%2C_2017.jpg/220px-Upul-Tharanga%2C_Sri_Lanka_vs_Pakistan%2C_1st_ODI%2C_2017.jpg,2005,2019,,,,,,,,,,,,50.0,0.0,19.9375,Top order Batter,4.0,129.4308125,
192,248.0,289.0,19.0,1.0,90.06666666666666,9.0,Lahiru Thirimanne,"August 09, 1989, Moratuwa",33y 360d,Left hand Bat,Right arm Medium fast,Top order Batter,Sri Lanka,,2010,2022,,,,,,,,,,,,38.0,0.0,27.555555555555557,Top order Batter,5.0,115.56777777777776,
193,140.0,194.0,13.0,2.0,67.26833333333333,6.0,Minod Bhanuka,"April 29, 1995",28y 97d,Left hand Bat,,Top order Batter,Sri Lanka,,2019,2021,,,,,,,,,,,,5.0,1.0,23.333333333333332,Top order Batter,6.0,73.71058333333333,
194,57.0,71.0,4.0,0.0,80.28,1.0,Sahan Arachchige,"May 13, 1996, Ragama",27y 83d,Left hand Bat,Right arm Offbreak,Top order Batter,Sri Lanka,,2023,2023,5.0,0.0,18.0,1.0,3.6,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,57.0,Top order Batter,7.0,65.148,
195,130.0,206.0,15.0,2.0,49.46999999999999,7.0,Oshada Fernando,"April 15, 1992, Colombo",31y 111d,Right hand Bat,Legbreak,Top order Batter,Sri Lanka,,2019,2023,2.0,0.0,16.0,0.0,8.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,18.571428571428573,Top order Batter,8.0,62.814499999999995,
196,75.0,105.0,10.0,0.0,59.6525,4.0,Nuwanidu Fernando,"October 13, 1999, Colombo",23y 295d,Right hand Bat,Right arm Offbreak,Batter,Sri Lanka,,2023,2023,2.0,0.0,22.0,0.0,11.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,18.75,Top order Batter,9.0,49.940875,
