,Runs_scored_batting,balls faced,4s_batting,6s_batting,strikerate,Num_matches_batted,Name,Born,Age,Batting_Style,Bowling_Style,Playing_Role,National_Team,player_img,career_start,career_latest,Overs,Maindens,runs_given_baller,wickets_baller,economy_baller,dot_balls_baller,4s_baller,6s_baller,wides_baller,NB_baller,Num_matches_bowled,catches,stumps,batting_average,Playing_Role_New,Rank,Combined_Rank,Is_Captain
272,556.0,458.0,58.0,12.0,133.6178947368421,19.0,Imad Wasim,"December 18, 1988, Swansea, Glamorgan, Wales",34y 229d,Left hand Bat,Slow Left arm Orthodox,Batting Allrounder,Pakistan,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Imad_Wasim_1.jpg/220px-Imad_Wasim_1.jpg,2015,2023,190.0,4.0,1012.0,16.0,5.426521739130435,530.0,71.0,18.0,26.0,0.0,23.0,12.0,0.0,29.263157894736842,Batting Allrounder,1.0,173.6997894736842,
273,655.0,740.0,57.0,15.0,70.87818181818182,22.0,Mohammad Hafeez,"October 17, 1980, Sargodha, Punjab",42y 291d,Right hand Bat,Right arm Offbreak,Batting Allrounder,Pakistan,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Mohammad_Hafeez_in_2017.png/220px-Mohammad_Hafeez_in_2017.png,2003,2021,70.0,1.0,381.0,3.0,6.013571428571429,176.0,20.0,12.0,2.0,0.0,14.0,85.0,0.0,29.772727272727273,Batting Allrounder,2.0,165.90581818181818,
274,337.0,310.0,29.0,7.0,111.999,10.0,Agha Salman,"November 23, 1993, Lahore, Punjab",29y 254d,Right hand Bat,Right arm Offbreak,Batting Allrounder,Pakistan,,2022,2023,57.0,0.0,318.0,3.0,5.635,135.0,18.0,7.0,3.0,1.0,10.0,4.0,0.0,33.7,Batting Allrounder,3.0,119.53960000000001,
275,32.0,27.0,3.0,1.0,118.51,1.0,Aamer Yamin,"June 26, 1990, Multan, Punjab",33y 39d,Right hand Bat,Right arm Medium,Batting Allrounder,Pakistan,,2015,2018,9.0,0.0,65.0,1.0,7.22,24.0,7.0,1.0,1.0,0.0,1.0,0.0,0.0,32.0,Batting Allrounder,4.0,60.404,
276,125.0,158.0,10.0,5.0,75.51277777777779,18.0,Shaheen Shah Afridi,"April 06, 2000, Khyber Agency",23y 120d,Left hand Bat,Left arm Fast,Bowler,Pakistan,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Shaheen_Afridi_%282%29.jpg/220px-Shaheen_Afridi_%282%29.jpg,2018,2023,302.9,16.0,1676.0,70.0,5.466285714285714,1022.0,182.0,30.0,39.0,5.0,35.0,7.0,0.0,6.944444444444445,Bowler,1.0,42.07317583106837,
277,11.0,42.0,1.0,0.0,24.66,8.0,Haris Rauf,"November 07, 1993",29y 270d,Right hand Bat,Right arm Fast,Bowler,Pakistan,https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/1_53_Haris_Rauf.jpg/220px-1_53_Haris_Rauf.jpg,2020,2023,187.9,7.0,1103.0,39.0,5.804090909090909,570.0,110.0,16.0,32.0,0.0,22.0,8.0,0.0,1.375,Bowler,2.0,23.468916908136894,
278,308.0,232.0,22.0,22.0,111.8656,25.0,Hasan Ali,"July 02, 1994, Gujranwala, Punjab",29y 33d,Right hand Bat,Right arm Medium fast,Bowler,Pakistan,,2016,2023,262.0,6.0,1653.0,35.0,6.283125,756.0,161.0,31.0,44.0,8.0,32.0,13.0,0.0,12.32,Bowler,3.0,21.063662588282106,
279,6.0,7.0,0.0,1.0,75.0,4.0,Usman Shinwari,"January 05, 1994, Khyber Agency",29y 211d,Right hand Bat,Left arm Medium fast,Bowler,Pakistan,,2013,2019,114.3,8.0,561.0,28.0,4.934666666666667,405.0,56.0,10.0,12.0,4.0,15.0,3.0,0.0,1.5,Bowler,4.0,16.881059173196434,
280,57.0,90.0,5.0,0.0,59.71857142857143,7.0,Mohammad Amir,"April 13, 1992, Gujjar Khan, Punjab",31y 113d,Left hand Bat,Left arm Fast medium,Bowler,Pakistan,https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/Mohammad_Amir.png/220px-Mohammad_Amir.png,2009,2020,191.0,17.0,892.0,26.0,4.639166666666667,676.0,96.0,8.0,24.0,1.0,24.0,8.0,0.0,8.142857142857142,Bowler,5.0,15.6862223818933,
281,3.0,11.0,0.0,0.0,16.665,2.0,Naseem Shah,"February 15, 2003",20y 170d,Right hand Bat,Right arm Fast,Bowler,Pakistan,,2019,2023,72.6,2.0,346.0,23.0,4.7625,251.0,28.0,3.0,16.0,6.0,8.0,1.0,0.0,1.5,Bowler,6.0,13.883989501312335,
282,151.0,134.0,9.0,9.0,122.18499999999999,10.0,Wahab Riaz,"June 28, 1985, Lahore, Punjab",38y 37d,Right hand Bat,Left arm Fast,Bowler,Pakistan,https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Wahab_Riaz.jpg/220px-Wahab_Riaz.jpg,2008,2020,104.8,1.0,614.0,18.0,5.9975,302.0,57.0,10.0,21.0,3.0,12.0,29.0,0.0,15.1,Bowler,7.0,10.866694456023342,
283,8.0,18.0,0.0,0.0,18.5,5.0,Junaid Khan,"December 24, 1989, Matra, Khyber Pakhtunkhwa",33y 223d,Right hand Bat,Left arm Fast,Bowler,Pakistan,,2011,2019,82.0,5.0,469.0,13.0,5.493,272.0,41.0,15.0,11.0,0.0,10.0,8.0,0.0,1.6,Bowler,8.0,7.87281995266703,
284,47.0,28.0,8.0,1.0,140.94,5.0,Mohammad Hasnain,"April 05, 2000, Hyderabad",23y 121d,Right hand Bat,Right arm Fast,Bowler,Pakistan,,2019,2023,77.1,5.0,497.0,12.0,6.683333333333334,226.0,57.0,8.0,15.0,1.0,9.0,2.0,0.0,9.4,Bowler,9.0,7.259850374064837,
285,38.0,26.0,2.0,3.0,188.88666666666668,3.0,Usama Mir,"December 23, 1995, Sialkot",27y 224d,Right hand Bat,Legbreak,Bowler,Pakistan,,2023,2023,58.0,0.0,307.0,10.0,5.336666666666666,150.0,22.0,2.0,5.0,2.0,6.0,2.0,0.0,12.666666666666666,Bowler,10.0,6.0749531542785755,
286,27.0,23.0,5.0,0.0,132.53666666666666,3.0,Rumman Raees,"October 18, 1991, Karachi, Sind",31y 290d,Right hand Bat,Left arm Medium fast,Bowler,Pakistan,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Rumman-Raees%2C_Pakistan_vs_Sri_Lanka%2C_1st_ODI%2C_2017.jpg/220px-Rumman-Raees%2C_Pakistan_vs_Sri_Lanka%2C_1st_ODI%2C_2017.jpg,2016,2018,43.5,0.0,282.0,8.0,6.56,120.0,28.0,3.0,4.0,2.0,5.0,2.0,0.0,9.0,Bowler,11.0,4.860975609756097,
287,25.0,35.0,0.0,0.0,73.3575,4.0,Yasir Shah,"May 02, 1986, Swabi, North-West Frontier Province (now Khyber Pakhtunkhwa)",37y 94d,Right hand Bat,Legbreak Googly,Bowler,Pakistan,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/Yasir_Shah.png/220px-Yasir_Shah.png,2011,2022,74.0,3.0,384.0,6.0,5.17375,213.0,24.0,10.0,4.0,0.0,8.0,6.0,0.0,6.25,Bowler,12.0,3.6773133607151482,
288,9.0,10.0,0.0,1.0,64.285,2.0,Zahid Mahmood,"March 20, 1988, Dadu, Sind",35y 137d,Right hand Bat,Legbreak,Bowler,Pakistan,,2021,2022,36.0,0.0,220.0,4.0,6.0600000000000005,95.0,18.0,6.0,2.0,0.0,4.0,0.0,0.0,4.5,Bowler,13.0,2.466006600660066,
289,9.0,3.0,2.0,0.0,300.0,1.0,Muhammad Musa,"August 28, 2000, Islamabad",22y 341d,Right hand Bat,Right arm Fast medium,Bowler,Pakistan,,2019,2020,16.1,1.0,101.0,2.0,5.7,53.0,13.0,2.0,2.0,0.0,2.0,0.0,0.0,9.0,Bowler,14.0,1.2701754385964912,
290,4.0,3.0,0.0,0.0,66.665,2.0,Shahnawaz Dahani,"August 05, 1998, Larkana",24y 364d,Right hand Bat,Right arm Fast medium,Bowler,Pakistan,,2021,2022,16.0,0.0,73.0,1.0,4.85,61.0,7.0,1.0,4.0,0.0,2.0,0.0,0.0,2.0,Bowler,15.0,0.6824742268041237,
291,,,,,,,Usman Qadir,"August 10, 1993, Lahore, Punjab",29y 359d,Left hand Bat,Legbreak,Bowler,Pakistan,,2020,2022,9.0,0.0,48.0,1.0,5.33,24.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,,Bowler,16.0,0.675046904315197,
292,,,,,,,Mohammad Abbas,"March 10, 1990, Sialkot, Punjab",33y 147d,Right hand Bat,Right arm Medium fast,Bowler,Pakistan,,2017,2021,27.0,0.0,153.0,1.0,5.640000000000001,79.0,12.0,3.0,5.0,0.0,3.0,0.0,0.0,,Bowler,17.0,0.6709219858156028,
293,,,,,,,Ihsanullah,"October 11, 2002, Matta, Swat",20y 297d,Right hand Bat,Right arm Fast,Bowler,Pakistan,,2023,2023,8.0,0.0,60.0,0.0,7.5,20.0,8.0,0.0,1.0,0.0,1.0,5.0,0.0,,Bowler,18.0,0.05333333333333334,
294,565.0,685.0,35.0,13.0,96.34,31.0,Shadab Khan,"October 04, 1998, Mianwali",24y 304d,Right hand Bat,Legbreak,Bowling Allrounder,Pakistan,https://upload.wikimedia.org/wikipedia/commons/3/36/Shadab-Khan%2C_Pakistan_vs_Sri_Lanka%2C_1st_ODI%2C_2017.jpg,2017,2023,366.2,7.0,1899.0,54.0,5.2700000000000005,1046.0,124.0,42.0,14.0,1.0,42.0,14.0,0.0,18.225806451612904,Bowling Allrounder,1.0,48.785111954459204,
295,140.0,166.0,7.0,6.0,87.14642857142857,14.0,Mohammad Nawaz,"March 21, 1994, Rawalpindi, Punjab",29y 136d,Left hand Bat,Slow Left arm Orthodox,Bowling Allrounder,Pakistan,,2016,2023,164.1,4.0,783.0,26.0,4.852631578947369,490.0,46.0,18.0,8.0,0.0,19.0,12.0,0.0,10.0,Bowling Allrounder,2.0,35.985143321970874,
296,57.0,59.0,3.0,3.0,88.85142857142857,7.0,Mohammad Wasim,"August 25, 2001, North Wazirastan",21y 344d,Right hand Bat,Right arm Fast medium,Bowling Allrounder,Pakistan,,2021,2023,108.3,5.0,581.0,24.0,5.454285714285715,362.0,59.0,8.0,17.0,0.0,14.0,2.0,0.0,8.142857142857142,Bowling Allrounder,3.0,35.52066841278155,
297,198.0,234.0,17.0,6.0,88.628,20.0,Faheem Ashraf,"January 16, 1994, Kasur (Punjab)",29y 200d,Left hand Bat,Right arm Medium,Bowling Allrounder,Pakistan,,2017,2023,191.6,8.0,1001.0,21.0,5.12074074074074,614.0,93.0,19.0,14.0,3.0,27.0,8.0,0.0,9.9,Bowling Allrounder,4.0,34.907456849414146,
298,608.0,764.0,37.0,9.0,78.10576923076923,26.0,Shoaib Malik,"February 01, 1982, Sialkot, Punjab",41y 184d,Right hand Bat,Right arm Offbreak,Bowling Allrounder,Pakistan,https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Shoaib_Malik_answering_RAPID_FIRE_questions_%28PCB%29_01.jpg/220px-Shoaib_Malik_answering_RAPID_FIRE_questions_%28PCB%29_01.jpg,1999,2021,54.3,0.0,270.0,4.0,5.670625,141.0,12.0,6.0,2.0,1.0,16.0,98.0,0.0,23.384615384615383,Bowling Allrounder,5.0,29.343923327031174,
299,12.0,20.0,2.0,0.0,57.14,2.0,Danish Aziz,"November 20, 1995, Karachi",27y 257d,Left hand Bat,Slow Left arm Orthodox,Bowling Allrounder,Pakistan,,2021,2021,5.0,0.0,27.0,0.0,5.415,15.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,Bowling Allrounder,6.0,18.378934441366575,
300,2.0,14.0,0.0,0.0,14.28,1.0,Hussain Talat,"February 12, 1996, Lahore, Punjab",27y 173d,Left hand Bat,Right arm Medium fast,Bowling Allrounder,Pakistan,,2018,2021,2.0,0.0,16.0,0.0,8.0,5.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,Bowling Allrounder,7.0,4.7090000000000005,
301,3315.0,3635.0,318.0,34.0,80.97725806451614,62.0,Babar Azam,"October 15, 1994, Lahore, Punjab",28y 293d,Right hand Bat,Right arm Offbreak,Batter,Pakistan,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/Babar_Azam_in_2020.png/220px-Babar_Azam_in_2020.png,2015,2023,,,,,,,,,,,,45.0,0.0,53.46774193548387,Middle order Batter,1.0,1203.256887096774,Yes
302,961.0,1097.0,77.0,17.0,83.43909090909091,22.0,Haris Sohail,"January 09, 1989, Sialkot, Punjab",34y 207d,Left hand Bat,Slow Left arm Orthodox,Middle order Batter,Pakistan,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Haris_Sohail.png/220px-Haris_Sohail.png,2013,2023,31.0,0.0,169.0,2.0,6.4575,86.0,10.0,6.0,0.0,0.0,8.0,17.0,0.0,43.68181818181818,Middle order Batter,2.0,376.6703636363636,
303,382.0,314.0,22.0,21.0,119.475,16.0,Asif Ali,"October 01, 1991, Faisalabad, Punjab",31y 307d,Right hand Bat,Right arm Offbreak,Middle order Batter,Pakistan,,2018,2022,0.5,0.0,9.0,0.0,10.8,0.0,1.0,0.0,0.0,0.0,1.0,6.0,0.0,23.875,Middle order Batter,3.0,177.89874999999998,
304,238.0,211.0,21.0,6.0,102.18555555555555,9.0,Iftikhar Ahmed,"September 03, 1990, Peshawar, North-West Frontier Province",32y 335d,Right hand Bat,Right arm Offbreak,Middle order Batter,Pakistan,,2015,2023,52.0,4.0,285.0,7.0,6.055,150.0,26.0,5.0,2.0,0.0,8.0,11.0,0.0,26.444444444444443,Middle order Batter,4.0,123.21122222222222,
305,199.0,210.0,14.0,7.0,97.98375,8.0,Khushdil Shah,"February 07, 1995, Bannu, North-West Frontier Province",28y 178d,Left hand Bat,Slow Left arm Orthodox,Middle order Batter,Pakistan,,2019,2022,18.0,0.0,122.0,2.0,7.333333333333333,37.0,8.0,3.0,1.0,0.0,3.0,6.0,0.0,24.875,Middle order Batter,5.0,107.751375,
306,150.0,170.0,8.0,3.0,85.188,5.0,Umar Akmal,"May 26, 1990, Lahore, Punjab",33y 70d,Right hand Bat,Right arm Offbreak,Middle order Batter,Pakistan,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Umar_akmal_profile.jpg/220px-Umar_akmal_profile.jpg,2009,2019,,,,,,,,,,,,77.0,13.0,30.0,Middle order Batter,6.0,88.5564,
307,42.0,33.0,4.0,2.0,132.635,2.0,Haider Ali,"October 02, 2000, Attock",22y 306d,Right hand Bat,,Middle order Batter,Pakistan,,2020,2022,,,,,,,,,,,,1.0,0.0,21.0,Middle order Batter,7.0,61.84049999999999,
308,46.0,54.0,3.0,3.0,110.37666666666667,3.0,Sohaib Maqsood,"April 15, 1987, Multan, Punjab",36y 111d,Right hand Bat,Right arm Offbreak,Middle order Batter,Pakistan,,2013,2021,,,,,,,,,,,,10.0,0.0,15.333333333333334,Middle order Batter,8.0,54.57966666666667,
309,67.0,101.0,5.0,0.0,62.17,4.0,Saud Shakeel,"September 05, 1995, Karachi, Sind",27y 333d,Left hand Bat,Left arm Slow,Middle order Batter,Pakistan,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/1_37_Saud_Shakeel.jpg/220px-1_37_Saud_Shakeel.jpg,2021,2023,7.5,0.0,37.0,1.0,4.42,18.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,16.75,Middle order Batter,9.0,47.963499999999996,
310,27.0,26.0,2.0,1.0,88.125,4.0,Mohammad Haris,"March 30, 2001, Peshawar",22y 127d,Right hand Bat,Right arm Offbreak,Middle order Batter,Pakistan,,2022,2023,,,,,,,,,,,,4.0,2.0,6.75,Middle order Batter,10.0,38.25,
311,2745.0,2966.0,309.0,49.0,74.40483333333333,60.0,Fakhar Zaman,"April 10, 1990, Mardan, North-West Frontier Province",33y 116d,Left hand Bat,Slow Left arm Orthodox,Opening Batter,Pakistan,,2017,2023,18.6,0.0,86.0,1.0,3.9299999999999997,61.0,3.0,4.0,0.0,0.0,6.0,33.0,0.0,45.75,Top order Batter,1.0,865.5541916666666,
312,2530.0,3016.0,202.0,23.0,69.51527272727273,55.0,Imam-ul-Haq,"December 22, 1995, Lahore, Punjab",27y 225d,Left hand Bat,,Top order Batter,Pakistan,https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Imam-ul-Haq%2C_Pakistan_vs_Sri_Lanka%2C_1st_ODI%2C_2017.jpg/220px-Imam-ul-Haq%2C_Pakistan_vs_Sri_Lanka%2C_1st_ODI%2C_2017.jpg,2017,2023,,,,,,,,,,,,10.0,0.0,46.0,Top order Batter,2.0,799.4303454545454,
313,234.0,250.0,29.0,0.0,70.29333333333334,6.0,Abid Ali,"October 16, 1987, Lahore, Punjab",35y 292d,Right hand Bat,Legbreak,Opening Batter,Pakistan,,2019,2021,,,,,,,,,,,,3.0,0.0,39.0,Top order Batter,3.0,108.45266666666667,
314,163.0,234.0,19.0,0.0,47.70111111111111,9.0,Shan Masood,"October 14, 1989, Kuwait",33y 294d,Left hand Bat,Right arm Medium fast,Opening Batter,Pakistan,https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/Shan_Masood.jpg/220px-Shan_Masood.jpg,2013,2023,,,,,,,,,,,,2.0,0.0,18.11111111111111,Top order Batter,4.0,71.93427777777778,
315,28.0,42.0,0.0,1.0,57.53333333333333,3.0,Abdullah Shafique,"November 20, 1999, Sialkot",23y 257d,Right hand Bat,Right arm Offbreak,Top order Batter,Pakistan,,2020,2023,,,,,,,,,,,,3.0,0.0,9.333333333333334,Top order Batter,5.0,31.803333333333327,
316,12.0,30.0,2.0,0.0,62.5,3.0,Azhar Ali,"February 19, 1985, Lahore, Punjab",38y 166d,Right hand Bat,Legbreak,Top order Batter,Pakistan,https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Azhar_Ali.png/220px-Azhar_Ali.png,2010,2022,,,,,,,,,,,,8.0,0.0,4.0,Top order Batter,6.0,26.875,
317,11.0,23.0,0.0,0.0,47.345,2.0,Syed Saad Ali,"October 05, 1993, Karachi, Sind",29y 303d,Left hand Bat,Right arm Medium,Top order Batter,Pakistan,,2019,2019,,,,,,,,,,,,0.0,0.0,5.5,Top order Batter,7.0,21.79575,
318,2.0,4.0,0.0,0.0,50.0,1.0,Umar Amin,"October 16, 1989, Rawalpindi, Punjab",33y 292d,Left hand Bat,Right arm Medium,Top order Batter,Pakistan,,2010,2018,2.0,0.0,6.0,0.0,3.0,9.0,1.0,0.0,0.0,0.0,1.0,6.0,0.0,2.0,Top order Batter,8.0,18.8,
319,665.0,757.0,46.0,5.0,90.761875,32.0,Sarfaraz Ahmed,"May 22, 1987, Karachi, Sind",36y 74d,Right hand Bat,Right arm Offbreak,Wicketkeeper Batter,Pakistan,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Sarfaraz_Ahmed_%281%29.jpg/220px-Sarfaraz_Ahmed_%281%29.jpg,2007,2023,2.0,0.0,15.0,0.0,7.5,4.0,0.0,1.0,0.0,0.0,1.0,119.0,24.0,20.78125,Wicketkeeper Batter,1.0,60.136750000000006,
320,948.0,1084.0,75.0,7.0,83.93233333333333,30.0,Mohammad Rizwan,"June 01, 1992, Peshawar, Khyber Pakhtunkhwa",31y 64d,Right hand Bat,,Wicketkeeper Batter,Pakistan,,2015,2023,,,,,,,,,,,,52.0,2.0,31.6,Wicketkeeper Batter,2.0,39.766466666666666,
321,2114.0,2444.0,201.0,9.0,76.4625,52.0,Shakib Al Hasan,"March 24, 1987, Magura, Jessore",36y 133d,Left hand Bat,Slow Left arm Orthodox,Batting Allrounder,Bangladesh,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Shakib_Al_Hasan_%284%29_%28cropped%29.jpg/220px-Shakib_Al_Hasan_%284%29_%28cropped%29.jpg,2006,2023,464.6,20.0,2070.0,79.0,4.551730769230769,1519.0,128.0,47.0,29.0,0.0,52.0,56.0,0.0,40.65384615384615,Batting Allrounder,1.0,477.31576923076926,
322,1732.0,2270.0,104.0,42.0,77.99081967213114,61.0,Mahmudullah,"February 04, 1986, Mymensingh",37y 181d,Right hand Bat,Right arm Offbreak,Batting Allrounder,Bangladesh,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Mahmudullah_Riyad_on_practice_session_%2821%29.jpg/220px-Mahmudullah_Riyad_on_practice_session_%2821%29.jpg,2007,2023,93.9,0.0,533.0,12.0,6.314642857142857,254.0,34.0,14.0,13.0,0.0,28.0,76.0,0.0,28.39344262295082,Batting Allrounder,2.0,385.67501639344266,
323,99.0,171.0,12.0,0.0,36.29,33.0,Mustafizur Rahman,"September 06, 1995, Satkhira",27y 332d,Left hand Bat,Left arm Fast medium,Bowler,Bangladesh,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Mustafizur_Rahman_%284%29_%28cropped%29.jpg/220px-Mustafizur_Rahman_%284%29_%28cropped%29.jpg,2015,2023,538.2,20.0,2774.0,104.0,5.048059701492538,1792.0,260.0,45.0,96.0,16.0,67.0,15.0,0.0,3.0,Bowler,1.0,62.479238365560875,
324,183.0,237.0,10.0,9.0,69.42416666666666,24.0,Mashrafe Mortaza,"October 05, 1983, Norail, Jessore",39y 303d,Right hand Bat,Right arm Fast medium,Bowler,Bangladesh,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Mashrafe_conference_3.jpg/220px-Mashrafe_conference_3.jpg,2001,2020,300.4,9.0,1606.0,38.0,5.482631578947369,935.0,133.0,33.0,22.0,9.0,38.0,62.0,0.0,7.625,Bowler,2.0,22.872957665354708,
325,107.0,165.0,9.0,4.0,70.13461538461539,13.0,Taskin Ahmed,"April 03, 1995, Dhaka",28y 123d,Left hand Bat,Right arm Fast,Bowler,Bangladesh,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Taskin_ahmed.jpeg/220px-Taskin_ahmed.jpeg,2014,2023,216.8,13.0,1059.0,36.0,4.955384615384616,783.0,104.0,20.0,38.0,4.0,26.0,10.0,0.0,8.23076923076923,Bowler,3.0,21.680720273207076,
326,36.0,84.0,2.0,1.0,46.10846153846153,13.0,Rubel Hossain,"January 01, 1990, Bagerhat, Khulna",33y 215d,Right hand Bat,Right arm Fast,Bowler,Bangladesh,https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Rubel_Hossain_%282%29_%28cropped%29.jpg/220px-Rubel_Hossain_%282%29_%28cropped%29.jpg,2009,2021,175.2,8.0,980.0,31.0,5.4308695652173915,540.0,77.0,23.0,16.0,5.0,23.0,20.0,0.0,2.769230769230769,Bowler,4.0,18.67365303018173,
327,38.0,44.0,2.0,2.0,69.095,8.0,Shoriful Islam,"June 03, 2001, Panchagor",22y 62d,Left hand Bat,Left arm Medium fast,Bowler,Bangladesh,,2021,2023,123.4,4.0,689.0,26.0,5.485882352941177,414.0,60.0,23.0,21.0,2.0,17.0,2.0,0.0,4.75,Bowler,5.0,15.672914432768604,
328,89.0,134.0,8.0,1.0,58.852,10.0,Taijul Islam,"February 07, 1992, Natore",31y 178d,Left hand Bat,Slow Left arm Orthodox,Bowler,Bangladesh,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Taijul_Islam_%28cricketer%29.jpg/220px-Taijul_Islam_%28cricketer%29.jpg,2014,2023,125.0,7.0,557.0,25.0,4.405,421.0,36.0,17.0,5.0,0.0,14.0,3.0,0.0,8.9,Bowler,6.0,15.090805902383655,
329,3.0,14.0,0.0,0.0,16.665714285714284,7.0,Ebadot Hossain,"January 07, 1994, Moulvi Bazar, Sylhet",29y 209d,Right hand Bat,Right arm Fast medium,Bowler,Bangladesh,,2019,2023,89.2,4.0,504.0,22.0,5.485454545454545,297.0,48.0,11.0,20.0,2.0,11.0,1.0,0.0,0.42857142857142855,Bowler,7.0,13.272920119323832,
330,18.0,47.0,2.0,0.0,32.91142857142857,7.0,Hasan Mahmud,"October 12, 1999, Laxmipur",23y 296d,Right hand Bat,Right arm Fast medium,Bowler,Bangladesh,,2020,2023,91.3,4.0,507.0,20.0,5.675,334.0,60.0,11.0,15.0,4.0,12.0,0.0,0.0,2.5714285714285716,Bowler,8.0,12.070484581497798,
331,29.0,18.0,4.0,1.0,160.385,2.0,Nasum Ahmed,"December 05, 1994",28y 242d,Left hand Bat,Slow Left arm Orthodox,Bowler,Bangladesh,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Nasum_Ahmed_on_2022.png/220px-Nasum_Ahmed_on_2022.png,2021,2023,48.4,8.0,182.0,8.0,3.7266666666666666,189.0,13.0,5.0,5.0,0.0,6.0,1.0,0.0,14.5,Bowler,9.0,4.907334525939177,
332,8.0,19.0,0.0,0.0,47.406666666666666,3.0,Shafiul Islam,"October 06, 1989, Bogra",33y 302d,Right hand Bat,Right arm Fast medium,Bowler,Bangladesh,https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Shafiul_Islam_Old_Trafford_2010.jpg/220px-Shafiul_Islam_Old_Trafford_2010.jpg,2010,2020,33.0,2.0,235.0,7.0,6.9799999999999995,99.0,27.0,5.0,11.0,0.0,4.0,8.0,0.0,2.6666666666666665,Bowler,10.0,4.25730659025788,
333,7.0,13.0,0.0,0.0,53.84,1.0,Nazmul Islam,"March 21, 1992, Dhaka",31y 136d,Left hand Bat,Slow Left arm Orthodox,Bowler,Bangladesh,,2018,2018,44.0,0.0,224.0,5.0,5.104,141.0,20.0,6.0,3.0,0.0,5.0,2.0,0.0,7.0,Bowler,11.0,3.0783699059561127,
334,,,,,,,Abu Jayed,"August 02, 1993",30y 2d,Right hand Bat,Right arm Fast medium,Bowler,Bangladesh,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Abu_Jayed_Chowdhury_%28cropped%29.jpg/220px-Abu_Jayed_Chowdhury_%28cropped%29.jpg,2018,2021,18.0,0.0,114.0,5.0,6.33,54.0,13.0,1.0,5.0,0.0,2.0,0.0,0.0,,Bowler,12.0,3.0631911532385465,
335,1.0,11.0,0.0,0.0,9.09,1.0,Abu Hider,"February 14, 1996",27y 171d,Right hand Bat,Left arm Fast medium,Bowler,Bangladesh,,2016,2018,18.0,2.0,89.0,3.0,4.9399999999999995,64.0,9.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,Bowler,13.0,1.8809716599190283,
336,,,,,,,Al-Amin Hossain,"December 27, 1992, Jhenidah",30y 220d,Right hand Bat,Right arm Medium fast,Bowler,Bangladesh,,2013,2020,10.0,0.0,85.0,1.0,8.5,26.0,8.0,4.0,3.0,0.0,1.0,1.0,0.0,,Bowler,14.0,0.6470588235294117,
337,7.0,7.0,1.0,0.0,100.0,1.0,Abul Hasan,"August 05, 1992, Kulaura, Sylhet",30y 364d,Left hand Bat,Right arm Medium fast,Bowler,Bangladesh,,2012,2018,4.0,0.0,25.0,0.0,6.25,12.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,7.0,Bowler,15.0,0.064,
338,8.0,11.0,0.0,0.0,72.72,1.0,Mrittunjoy Chowdhury,"June 28, 2001, Shatkhira",22y 37d,Left hand Bat,Left arm Medium fast,Bowler,Bangladesh,,2023,2023,8.0,0.0,64.0,0.0,8.0,22.0,7.0,2.0,2.0,1.0,1.0,2.0,0.0,8.0,Bowler,16.0,0.05,
