Player_Name,matches,inns,not_out,runs_scored,HS,batting_ave,ball_faced,batting_SR,100s,50s,fours,six,odi_year
Keshav Maharaj,27,13,2,159,28,14.45,167,95.20,0,0,21,1,2018-2018
Junior Dala,2,2,1,8,5,8.00,6,133.33,0,0,1,0,2018-2018
Hazratullah Zazai,16,16,0,361,67,22.56,409,88.26,0,2,38,17,2018-2018
Hashmatullah Shahidi,59,59,8,1637,97*,32.09,2481,65.98,0,14,144,9,2018-2018
Shafiqullah,24,21,2,430,56,22.63,408,105.39,0,2,27,24,2018-2018
Aftab Alam,27,17,10,80,16*,11.42,107,74.76,0,0,9,3,2018-2018
Abdul Shakoor,3,3,0,54,24,18.00,102,52.94,0,0,4,1,2018-2018
Sagar Pun,1,1,0,3,3,3.00,20,15.00,0,0,0,0,2018-2018
Litton Das,72,72,7,2213,176,34.04,2513,88.06,5,10,235,39,2018-2018
Dilruwan Perera,13,12,0,152,30,12.66,199,76.38,0,0,13,3,2018-2018
Amila Aponso,9,7,4,10,4,3.33,45,22.22,0,0,0,0,2018-2018
Lasith Malinga,226,119,36,567,56,6.83,761,74.50,0,1,45,21,2018-2018
Christopher Carter,11,9,0,114,43,12.66,186,61.29,0,0,16,0,2018-2018
Ambati Rayudu,55,50,14,1694,124*,47.05,2143,79.04,3,10,145,30,2018-2018
Khaleel Ahmed,11,3,1,9,5,4.50,17,52.94,0,0,1,0,2018-2018
Najmul Hossain Shanto,27,26,0,639,117,24.57,837,76.34,1,3,67,7,2018-2018
Mominul Haque,28,26,1,557,60,22.28,749,74.36,0,3,60,1,2018-2018
Abu Hider,2,1,0,1,1,1.00,11,9.09,0,0,0,0,2018-2018
Ravindra Jadeja,174,118,41,2526,87,32.80,2969,85.07,0,13,186,50,2018-2018
Shaheen Shah Afridi,36,18,11,125,23*,17.85,158,79.11,0,0,10,5,2018-2018
Imrul Kayes,78,78,2,2434,144,32.02,3423,71.10,4,16,238,37,2018-2018
Nazmul Islam,5,1,0,7,7,7.00,13,53.84,0,0,0,0,2018-2018
Manish Pandey,29,24,7,566,104*,33.29,625,90.56,1,2,45,5,2018-2018
Deepak Chahar,13,9,3,203,69*,33.83,207,98.06,0,2,17,8,2018-2018
Soumya Sarkar,61,58,3,1768,127*,32.14,1816,97.35,2,11,203,43,2018-2018
Brandon Mavuta,9,5,1,52,20,13.00,47,110.63,0,0,5,1,2018-2018
Dean Elgar,8,7,1,104,42,17.33,177,58.75,0,0,6,0,2018-2018
Christiaan Jonker,2,2,0,31,25,15.50,33,93.93,0,0,5,1,2018-2018
Dale Steyn,125,51,12,365,60,9.35,562,64.94,0,1,35,9,2018-2018
Liam Dawson,6,5,0,63,20,12.60,74,85.13,0,0,4,1,2018-2018
Olly Stone,8,4,2,14,9*,7.00,17,82.35,0,0,2,0,2018-2018
Sadeera Samarawickrama,17,14,1,400,82,30.76,440,90.90,0,3,45,0,2018-2018
Chandrapaul Hemraj,6,6,0,82,32,13.66,98,83.67,0,0,13,2,2018-2018
Mohammed Shami,90,43,19,204,25,8.50,239,85.35,0,0,15,9,2018-2018
Oshane Thomas,20,10,5,13,6*,2.60,53,24.52,0,0,1,0,2018-2018
Fazle Mahmud,2,2,0,0,0,0.00,9,0.00,0,0,0,0,2018-2018
Rishabh Pant,30,26,1,865,125*,34.60,811,106.65,1,5,90,26,2018-2018
Obed McCoy,2,1,1,0,0*,-,1,0.00,0,0,0,0,2018-2018
Ariful Haque,1,-,-,-,-,-,-,-,-,-,-,-,2018-2018
Fabian Allen,20,16,3,200,51,15.38,203,98.52,0,1,18,8,2018-2018
Chris Lynn,4,4,0,75,44,18.75,89,84.26,0,0,5,3,2018-2018
Nathan Coulter-Nile,32,21,6,252,92,16.80,262,96.18,0,1,20,6,2018-2018
George Worker,10,10,2,272,58,34.00,379,71.76,0,3,23,3,2018-2018
Imad Wasim,55,40,17,986,63*,42.86,894,110.29,0,5,91,19,2018-2018
Dwaine Pretorius,27,13,1,192,50,16.00,224,85.71,0,1,14,5,2018-2018
Darren Bravo,122,117,14,3109,124,30.18,4434,70.11,4,18,252,75,2018-2018
Roston Chase,42,31,4,687,94,25.44,910,75.49,0,3,48,4,2018-2018
Martin Guptill,198,195,19,7346,237*,41.73,8415,87.29,18,39,750,187,2019-2019
Colin Munro,57,53,2,1271,87,24.92,1214,104.69,0,8,138,36,2019-2019
Kane Williamson,161,153,16,6554,148,47.83,8094,80.97,13,42,594,51,2019-2019
Ross Taylor,236,220,39,8607,181*,47.55,10330,83.32,21,51,713,147,2019-2019
Henry Nicholls,66,64,14,1746,124*,34.92,2132,81.89,1,13,161,16,2019-2019
Tim Seifert,3,2,0,33,22,16.50,27,122.22,0,0,2,1,2019-2019
James Neesham,73,63,12,1437,97*,28.17,1449,99.17,0,6,125,35,2019-2019
Matt Henry,72,29,9,233,48*,11.65,251,92.82,0,0,20,9,2019-2019
Ish Sodhi,46,23,4,166,25,8.73,237,70.04,0,0,7,7,2019-2019
Niroshan Dickwella,55,52,1,1604,116,31.45,1717,93.41,2,9,187,12,2019-2019
Danushka Gunathilaka,47,46,1,1601,133,35.57,1844,86.82,2,11,172,20,2019-2019
Kusal Perera,107,102,5,3071,135,31.65,3328,92.27,6,15,333,50,2019-2019
Kusal Mendis,106,103,9,2945,119,31.32,3492,84.33,2,22,294,42,2019-2019
Dinesh Chandimal,157,142,21,3854,111,31.85,5191,74.24,4,24,262,43,2019-2019
Asela Gunaratne,31,25,4,575,114*,27.38,724,79.41,1,1,50,6,2019-2019
Thisara Perera,166,133,16,2338,140,19.98,2086,112.08,1,10,176,84,2019-2019
Seekkuge Prasanna,40,37,3,421,95,12.38,445,94.60,0,2,29,26,2019-2019
Lasith Malinga,226,119,36,567,56,6.83,761,74.50,0,1,45,21,2019-2019
Lakshan Sandakan,31,19,7,64,16*,5.33,140,45.71,0,0,4,0,2019-2019
Nuwan Pradeep,49,25,17,35,7,4.37,83,42.16,0,0,3,1,2019-2019
Trent Boult,99,45,24,191,21*,9.09,245,77.95,0,0,19,6,2019-2019
Lockie Ferguson,53,25,11,97,19,6.92,197,49.23,0,0,5,1,2019-2019
Tim Southee,154,93,35,720,55,12.41,747,96.38,0,1,56,26,2019-2019
Dhananjaya de Silva,76,69,10,1653,93,28.01,2072,79.77,0,10,166,13,2019-2019
Dasun Shanaka,61,53,4,1150,108*,23.46,1226,93.80,2,3,93,39,2019-2019
Dushmantha Chameera,44,29,11,224,29,12.44,352,63.63,0,0,16,3,2019-2019
Alex Carey,64,58,11,1667,106,35.46,1896,87.92,1,7,154,14,2019-2019
Aaron Finch,146,142,3,5406,153*,38.89,6162,87.73,17,30,532,129,2019-2019
Usman Khawaja,40,39,2,1554,104,42.00,1848,84.09,2,12,150,13,2019-2019
Shaun Marsh,73,72,4,2773,151,40.77,3406,81.41,7,15,247,36,2019-2019
Peter Handscomb,22,20,1,632,117,33.26,649,97.38,1,4,46,6,2019-2019
Marcus Stoinis,60,54,7,1326,146*,28.21,1433,92.53,1,6,113,44,2019-2019
Glenn Maxwell,128,117,14,3490,108,33.88,2796,124.82,2,23,333,128,2019-2019
Rohit Sharma,243,236,34,9825,264,48.63,10914,90.02,30,48,900,275,2019-2019
Shikhar Dhawan,167,164,10,6793,143,44.11,7436,91.35,17,39,842,79,2019-2019
Virat Kohli,274,265,40,12898,183,57.32,13776,93.62,46,65,1211,138,2019-2019
Ambati Rayudu,55,50,14,1694,124*,47.05,2143,79.04,3,10,145,30,2019-2019
MS Dhoni,350,297,84,10773,183*,50.57,12303,87.56,10,73,826,229,2019-2019
Dinesh Karthik,94,79,21,1752,79,30.20,2392,73.24,0,9,176,15,2019-2019
Ravindra Jadeja,174,118,41,2526,87,32.80,2969,85.07,0,13,186,50,2019-2019
Bhuvneshwar Kumar,121,55,16,552,53*,14.15,747,73.89,0,1,46,8,2019-2019
Kuldeep Yadav,81,30,16,156,19,11.14,253,61.66,0,0,12,0,2019-2019
Mohammed Shami,90,43,19,204,25,8.50,239,85.35,0,0,15,9,2019-2019
Khaleel Ahmed,11,3,1,9,5,4.50,17,52.94,0,0,1,0,2019-2019
Jason Behrendorff,12,6,3,21,11*,7.00,23,91.30,0,0,0,0,2019-2019
Jhye Richardson,15,9,4,93,29,18.60,107,86.91,0,0,7,0,2019-2019
Peter Siddle,20,6,3,31,10*,10.33,30,103.33,0,0,2,0,2019-2019
Nathan Lyon,29,14,10,77,30,19.25,83,92.77,0,0,7,2,2019-2019
Mohammed Siraj,24,10,5,30,9,6.00,64,46.87,0,0,2,0,2019-2019
Adam Zampa,79,37,14,216,36,9.39,349,61.89,0,0,18,1,2019-2019
Billy Stanlake,7,5,2,4,2,1.33,28,14.28,0,0,0,0,2019-2019
Kedar Jadhav,73,52,19,1389,120,42.09,1367,101.60,2,6,141,24,2019-2019
Vijay Shankar,12,8,1,223,46,31.85,246,90.65,0,0,20,4,2019-2019
Yuzvendra Chahal,72,14,5,77,18*,8.55,141,54.60,0,0,8,0,2019-2019
Hashim Amla,181,178,14,8113,159,49.46,9178,88.39,27,39,822,53,2019-2019
Reeza Hendricks,27,27,2,694,102,27.76,894,77.62,1,5,70,6,2019-2019
Rassie van der Dussen,45,39,10,1757,134,60.58,1959,89.68,4,11,129,30,2019-2019
David Miller,155,132,40,3888,139,42.26,3777,102.93,5,21,289,110,2019-2019
Imam-ul-Haq,59,59,6,2719,151,51.30,3276,82.99,9,16,216,26,2019-2019
Fakhar Zaman,70,70,5,3148,210*,48.43,3375,93.27,10,15,359,56,2019-2019
Babar Azam,100,98,12,5089,158,59.17,5702,89.24,18,26,458,51,2019-2019
Mohammad Hafeez,218,216,15,6614,140*,32.90,8633,76.61,11,38,664,110,2019-2019
Shoaib Malik,287,258,40,7534,143,34.55,9199,81.90,9,44,603,113,2019-2019
Sarfaraz Ahmed,117,91,22,2315,105,33.55,2635,87.85,2,11,174,12,2019-2019
Shadab Khan,56,33,11,631,86,28.68,769,82.05,0,4,37,14,2019-2019
Faheem Ashraf,31,22,3,218,28,11.47,260,83.84,0,0,18,7,2019-2019
Usman Shinwari,17,4,1,6,6,2.00,7,85.71,0,0,0,1,2019-2019
Imad Wasim,55,40,17,986,63*,42.86,894,110.29,0,5,91,19,2019-2019
Hasan Ali,60,35,11,363,59,15.12,299,121.40,0,2,24,24,2019-2019
Kagiso Rabada,89,36,16,317,31*,15.85,383,82.76,0,0,26,7,2019-2019
Duanne Olivier,2,-,-,-,-,-,-,-,-,-,-,-,2019-2019
Dwaine Pretorius,27,13,1,192,50,16.00,224,85.71,0,1,14,5,2019-2019
Andile Phehlukwayo,74,47,16,742,69*,23.93,859,86.37,0,2,67,27,2019-2019
Imran Tahir,107,36,16,157,29,7.85,225,69.77,0,0,21,1,2019-2019
Hussain Talat,1,1,0,2,2,2.00,14,14.28,0,0,0,0,2019-2019
Shaheen Shah Afridi,36,18,11,125,23*,17.85,158,79.11,0,0,10,5,2019-2019
Faf du Plessis,143,136,20,5507,185,47.47,6215,88.60,12,35,495,66,2019-2019
Heinrich Klaasen,36,33,6,1080,123*,40.00,1032,104.65,2,5,101,25,2019-2019
Dane Paterson,4,-,-,-,-,-,-,-,-,-,-,-,2019-2019
Tabraiz Shamsi,44,9,6,18,9*,6.00,43,41.86,0,0,1,0,2019-2019
Tom Latham,130,120,14,3762,145*,35.49,4413,85.24,7,21,319,50,2019-2019
Mitchell Santner,93,70,26,1248,67,28.36,1396,89.39,0,3,94,33,2019-2019
Doug Bracewell,21,14,2,221,57,18.41,274,80.65,0,1,14,7,2019-2019
Gyanendra Malla,37,37,1,876,75,24.33,1318,66.46,0,7,90,15,2019-2019
Binod Bhandari,17,14,0,275,59,19.64,461,59.65,0,1,24,3,2019-2019
Paras Khadka,10,10,1,315,115,35.00,398,79.14,1,1,40,5,2019-2019
Sompal Kami,47,36,13,478,63*,20.78,668,71.55,0,2,39,7,2019-2019
Dipendra Singh Airee,50,49,6,857,105,19.93,1193,71.83,1,3,74,12,2019-2019
Aarif Sheikh,47,40,5,878,66,25.08,1406,62.44,0,6,53,4,2019-2019
Pawan Sarraf,8,7,1,31,10*,5.16,52,59.61,0,0,3,0,2019-2019
Karan KC,46,31,6,349,42,13.96,404,86.38,0,0,27,17,2019-2019
Basant Regmi,4,4,0,13,12,3.25,47,27.65,0,0,2,0,2019-2019
Sandeep Lamichhane,49,33,8,367,35*,14.68,435,84.36,0,0,33,6,2019-2019
Lalit Rajbanshi,21,10,7,36,11,12.00,100,36.00,0,0,2,0,2019-2019
Ashfaq Ahmed,16,16,0,344,92,21.50,387,88.88,0,2,38,9,2019-2019
Chirag Suri,37,37,0,946,115,25.56,1506,62.81,2,5,96,13,2019-2019
Ghulam Shabber,23,23,0,500,90,21.73,800,62.50,0,4,49,3,2019-2019
Shaiman Anwar,40,40,1,1219,106,31.25,1477,82.53,1,11,122,22,2019-2019
Muhammad Usman,38,37,5,1008,102*,31.50,1312,76.82,1,4,89,22,2019-2019
Fahad Nawaz,2,2,0,2,2,1.00,10,20.00,0,0,0,0,2019-2019
Mohammad Boota,9,9,1,191,59*,23.87,252,75.79,0,1,12,7,2019-2019
Amir Hayat,9,6,3,31,24*,10.33,73,42.46,0,0,1,1,2019-2019
Imran Haider,20,14,7,58,18*,8.28,136,42.64,0,0,2,0,2019-2019
Mohammad Naveed,39,34,10,397,45,16.54,323,122.91,0,0,40,21,2019-2019
Qadeer Ahmed,11,6,4,9,4,4.50,31,29.03,0,0,1,0,2019-2019
Quinton de Kock,140,140,7,5966,178,44.85,6209,96.08,17,29,687,93,2019-2019
Dale Steyn,125,51,12,365,60,9.35,562,64.94,0,1,35,9,2019-2019
Beuran Hendricks,8,3,1,6,3,3.00,19,31.57,0,0,0,0,2019-2019
Mohammad Amir,61,30,10,363,73*,18.15,444,81.75,0,2,32,8,2019-2019
Colin de Grandhomme,45,35,7,742,74*,26.50,699,106.15,0,4,58,29,2019-2019
Rohit Paudel,52,51,5,1469,126,31.93,1938,75.79,1,8,117,25,2019-2019
Chundangapoyil Rizwan,41,39,6,930,109,28.18,1607,57.87,1,4,66,2,2019-2019
Zahoor Khan,59,38,16,149,23,6.77,258,57.75,0,0,11,4,2019-2019
Mohammad Rizwan,57,52,11,1408,115,34.34,1596,88.22,2,9,113,12,2019-2019
Hardik Pandya,74,55,7,1584,92*,33.00,1414,112.02,0,9,121,60,2019-2019
Sundeep Jora,5,5,0,56,28,11.20,67,83.58,0,0,5,2,2019-2019
Wiaan Mulder,12,10,4,81,19*,13.50,100,81.00,0,0,11,0,2019-2019
Shubman Gill,24,24,4,1311,208,65.55,1224,107.10,4,5,149,28,2019-2019
Todd Astle,9,5,2,79,49,26.33,77,102.59,0,0,5,2,2019-2019
Tamim Iqbal,241,239,12,8313,158,36.62,10584,78.54,14,56,918,103,2019-2019
Litton Das,72,72,7,2213,176,34.04,2513,88.06,5,10,235,39,2019-2019
Soumya Sarkar,61,58,3,1768,127*,32.14,1816,97.35,2,11,203,43,2019-2019
Mushfiqur Rahim,251,234,39,7257,144,37.21,9104,79.71,9,45,577,92,2019-2019
Mohammad Mithun,34,30,4,714,73*,27.46,921,77.52,0,6,61,16,2019-2019
Mahmudullah,218,190,50,4950,128*,35.35,6498,76.17,3,27,368,77,2019-2019
Sabbir Rahman,66,59,7,1333,102,25.63,1461,91.23,1,6,153,24,2019-2019
Mehidy Hasan Miraz,77,50,9,888,100*,21.65,1153,77.01,1,2,79,15,2019-2019
Mohammad Saifuddin,29,19,9,362,51*,36.20,422,85.78,0,2,29,6,2019-2019
Mashrafe Mortaza,220,158,28,1787,51*,13.74,2041,87.55,0,1,150,62,2019-2019
Mustafizur Rahman,89,43,27,116,18*,7.25,211,54.97,0,0,14,0,2019-2019
Rubel Hossain,104,53,24,144,17,4.96,277,51.98,0,0,14,2,2019-2019
Chris Gayle,301,294,17,10480,215,37.83,12019,87.19,25,54,1128,331,2019-2019
John Campbell,6,5,0,248,179,49.60,214,115.88,1,0,25,8,2019-2019
Shai Hope,115,110,14,4829,170,50.30,6291,76.76,15,23,394,79,2019-2019
Shimron Hetmyer,47,44,3,1447,139,35.29,1360,106.39,5,4,111,52,2019-2019
Nicholas Pooran,61,58,8,1983,118,39.66,2000,99.15,3,11,157,80,2019-2019
Darren Bravo,122,117,14,3109,124,30.18,4434,70.11,4,18,252,75,2019-2019
Jason Holder,138,114,24,2237,99*,24.85,2479,90.23,0,12,160,69,2019-2019
Carlos Brathwaite,44,37,3,559,101,16.44,614,91.04,1,1,38,24,2019-2019
Ashley Nurse,54,40,14,502,44,19.30,513,97.85,0,0,44,12,2019-2019
Devendra Bishoo,42,25,10,164,29*,10.93,263,62.35,0,0,17,1,2019-2019
Jason Roy,116,110,3,4271,180,39.91,4047,105.53,12,21,511,81,2019-2019
Jonny Bairstow,95,86,8,3634,141*,46.58,3490,104.12,11,15,408,89,2019-2019
Joe Root,158,147,23,6207,133*,50.05,7140,86.93,16,36,496,46,2019-2019
Eoin Morgan,248,230,34,7701,148,39.29,8447,91.16,14,47,654,220,2019-2019
Ben Stokes,105,90,15,2924,102*,38.98,3075,95.08,3,21,238,88,2019-2019
Jos Buttler,165,138,26,4647,162*,41.49,3939,117.97,11,24,374,158,2019-2019
Chris Woakes,112,78,22,1386,95*,24.75,1543,89.82,0,5,103,19,2019-2019
Mark Wood,59,19,11,72,14,9.00,91,79.12,0,0,7,0,2019-2019
Moeen Ali,129,103,15,2212,128,25.13,2224,99.46,3,6,190,76,2019-2019
Liam Plunkett,89,50,19,646,56,20.83,629,102.70,0,1,53,18,2019-2019
Adil Rashid,125,59,20,734,69,18.82,748,98.12,0,1,73,10,2019-2019
Oshane Thomas,20,10,5,13,6*,2.60,53,24.52,0,0,1,0,2019-2019
Tom Curran,28,17,9,303,47*,37.87,321,94.39,0,0,29,5,2019-2019
Sheldon Cottrell,38,19,11,88,17,11.00,130,67.69,0,0,6,4,2019-2019
Alex Hales,70,67,3,2419,171,37.79,2527,95.72,6,14,276,50,2019-2019
William Porterfield,148,145,3,4343,139,30.58,6298,68.95,11,20,455,32,2019-2019
Paul Stirling,154,149,3,5598,177,38.34,6413,87.29,14,28,601,135,2019-2019
Andy Balbirnie,101,97,7,2907,145*,32.30,3878,74.96,8,15,282,35,2019-2019
James McCollum,10,10,0,188,73,18.80,280,67.14,0,2,26,1,2019-2019
Kevin O'Brien,153,141,18,3619,142,29.42,4076,88.78,2,18,332,84,2019-2019
Simi Singh,35,30,4,593,100*,22.80,815,72.76,1,1,47,7,2019-2019
Stuart Poynter,21,19,5,185,36,13.21,278,66.54,0,0,15,0,2019-2019
George Dockrell,117,82,28,1284,91*,23.77,1560,82.30,0,6,101,25,2019-2019
Barry McCarthy,42,28,7,171,18,8.14,299,57.19,0,0,14,1,2019-2019
Tim Murtagh,58,36,12,188,23*,7.83,298,63.08,0,0,17,1,2019-2019
Boyd Rankin,75,34,21,100,18*,7.69,239,41.84,0,0,4,1,2019-2019
Mohammad Shahzad,84,84,3,2727,131*,33.66,3082,88.48,6,14,323,55,2019-2019
Hazratullah Zazai,16,16,0,361,67,22.56,409,88.26,0,2,38,17,2019-2019
Rahmat Shah,94,90,3,3191,114,36.67,4529,70.45,5,23,273,35,2019-2019
Hashmatullah Shahidi,59,59,8,1637,97*,32.09,2481,65.98,0,14,144,9,2019-2019
Gulbadin Naib,76,65,8,1170,82*,20.52,1593,73.44,0,5,94,28,2019-2019
Asghar Afghan,114,108,10,2424,101,24.73,3630,66.77,1,12,163,65,2019-2019
Najibullah Zadran,88,80,13,2013,104*,30.04,2251,89.42,1,15,175,66,2019-2019
Dawlat Zadran,82,56,27,513,47*,17.68,664,77.25,0,0,40,21,2019-2019
Mujeeb Ur Rahman,61,31,13,113,18*,6.27,171,66.08,0,0,13,2,2019-2019
Mohammad Nabi,142,126,15,3046,116,27.44,3558,85.60,1,15,196,93,2019-2019
Rashid Khan,89,70,12,1142,60*,19.68,1091,104.67,0,5,97,40,2019-2019
Ashton Turner,9,7,1,192,84*,32.00,160,120.00,0,1,10,10,2019-2019
Nathan Coulter-Nile,32,21,6,252,92,16.80,262,96.18,0,1,20,6,2019-2019
Pat Cummins,75,47,15,324,36,10.12,438,73.97,0,0,23,5,2019-2019
Jasprit Bumrah,72,20,13,47,14*,6.71,93,50.53,0,0,5,1,2019-2019
Upul Tharanga,235,223,17,6951,174*,33.74,9155,75.92,15,37,798,52,2019-2019
Oshada Fernando,8,8,0,148,49,18.50,230,64.34,0,0,15,3,2019-2019
Akila Dananjaya,39,30,6,291,50*,12.12,417,69.78,0,1,25,3,2019-2019
Vishwa Fernando,8,8,6,30,7*,15.00,61,49.18,0,0,3,0,2019-2019
Lungi Ngidi,45,17,12,80,19*,16.00,131,61.06,0,0,5,5,2019-2019
Anrich Nortje,21,6,1,30,10,6.00,46,65.21,0,0,2,0,2019-2019
Samiullah Shinwari,84,74,12,1811,96,29.20,2765,65.49,0,11,137,26,2019-2019
Andy McBrine,82,55,12,822,79,19.11,1163,70.67,0,2,78,13,2019-2019
James Cameron-Dow,4,1,1,7,7*,-,10,70.00,0,0,1,0,2019-2019
Avishka Fernando,29,29,0,990,127,34.13,1077,91.92,3,5,100,16,2019-2019
Kasun Rajitha,24,13,6,63,17*,9.00,124,50.80,0,0,8,0,2019-2019
Noor Ali Zadran,51,50,1,1216,114,24.81,1923,63.23,1,7,132,4,2019-2019
Ikram Alikhil,12,12,3,234,86,26.00,386,60.62,0,2,18,1,2019-2019
Aftab Alam,27,17,10,80,16*,11.42,107,74.76,0,0,9,3,2019-2019
Javed Ahmadi,47,44,0,1049,81,23.84,1380,76.01,0,7,123,16,2019-2019
Shapoor Zadran,44,27,17,67,17,6.70,160,41.87,0,0,5,3,2019-2019
Zahir Khan,1,-,-,-,-,-,-,-,-,-,-,-,2019-2019
KL Rahul,54,52,8,1986,112,45.13,2294,86.57,5,13,152,46,2019-2019
Rishabh Pant,30,26,1,865,125*,34.60,811,106.65,1,5,90,26,2019-2019
Kamindu Mendis,7,7,1,127,57,21.16,214,59.34,0,1,8,1,2019-2019
Isuru Udana,21,18,4,237,78,16.92,249,95.18,0,1,17,10,2019-2019
Priyamal Perera,2,2,0,33,33,16.50,58,56.89,0,0,2,0,2019-2019
Aiden Markram,50,47,4,1440,175,33.48,1534,93.87,1,6,148,33,2019-2019
Jean-Paul Duminy,199,179,40,5117,150*,36.81,6052,84.55,4,27,347,75,2019-2019
Angelo Perera,6,4,0,52,31,13.00,83,62.65,0,0,3,0,2019-2019
Shan Masood,9,9,0,163,50,18.11,234,69.65,0,1,19,0,2019-2019
Haris Sohail,45,44,5,1749,130,44.84,2046,85.48,2,14,138,28,2019-2019
Umar Akmal,121,110,17,3194,102*,34.34,3712,86.04,2,20,268,53,2019-2019
Mohammad Abbas,3,-,-,-,-,-,-,-,-,-,-,-,2019-2019
Yasir Shah,25,13,6,127,32*,18.14,149,85.23,0,0,9,1,2019-2019
Mohammad Hasnain,9,5,3,47,28,23.50,28,167.85,0,0,8,1,2019-2019
Junaid Khan,76,31,17,68,25,4.85,127,53.54,0,0,4,1,2019-2019
Abid Ali,6,6,0,234,112,39.00,250,93.60,1,1,29,0,2019-2019
Syed Saad Ali,2,2,0,11,7,5.50,23,47.82,0,0,0,0,2019-2019
Kane Richardson,25,12,7,75,24*,15.00,68,110.29,0,0,7,4,2019-2019
Rohan Mustafa,81,75,5,1504,109,21.48,2366,63.56,1,7,123,26,2019-2019
Sultan Ahmed,2,2,0,18,11,9.00,42,42.85,0,0,2,0,2019-2019
Solomon Mire,47,47,0,955,112,20.31,1190,80.25,1,3,93,24,2019-2019
Regis Chakabva,61,57,3,1188,102,22.00,1751,67.84,1,4,93,9,2019-2019
Craig Ervine,116,112,13,3294,130*,33.27,4325,76.16,4,19,324,38,2019-2019
Sean Williams,156,151,20,4986,174,38.06,5751,86.69,8,35,447,57,2019-2019
Timycen Maruma,22,18,1,196,35,11.52,330,59.39,0,0,14,6,2019-2019
Kyle Jarvis,49,33,10,222,37,9.65,337,65.87,0,0,22,3,2019-2019
Tendai Chatara,87,57,25,206,23,6.43,439,46.92,0,0,17,2,2019-2019
Donald Tiripano,38,29,8,364,55*,17.33,549,66.30,0,1,30,8,2019-2019
Sikandar Raza,136,129,20,4089,141,37.51,4727,86.50,7,21,338,102,2019-2019
Brandon Mavuta,9,5,1,52,20,13.00,47,110.63,0,0,5,1,2019-2019
Peter Moor,49,45,5,827,58*,20.67,1225,67.51,0,4,48,30,2019-2019
Chris Mpofu,84,41,21,57,9*,2.85,210,27.14,0,0,1,0,2019-2019
Ryan Burl,47,40,6,860,83,25.29,1032,83.33,0,6,69,22,2019-2019
Brian Chari,14,14,0,186,39,13.28,399,46.61,0,0,12,2,2019-2019
Stephan Baard,19,19,0,348,73,18.31,595,58.48,0,2,33,3,2019-2019
Karl Birkenstock,20,18,1,258,61,15.17,447,57.71,0,1,25,2,2019-2019
JP Kotze,8,8,0,299,136,37.37,337,88.72,1,0,27,10,2019-2019
Gerhard Erasmus,40,39,4,1593,125,45.51,1993,79.92,2,12,121,35,2019-2019
Craig Williams,18,18,2,488,129*,30.50,650,75.07,1,1,40,8,2019-2019
JJ Smit,29,26,3,651,94,28.30,773,84.21,0,2,34,31,2019-2019
Zane Green,33,27,2,662,75*,26.48,783,84.54,0,2,64,10,2019-2019
Christi Viljoen,2,2,1,19,17*,19.00,23,82.60,0,0,2,0,2019-2019
Jan Frylinck,28,24,6,441,60*,24.50,502,87.84,0,3,23,12,2019-2019
Khawar Ali,34,29,6,626,79*,27.21,1058,59.16,0,4,56,6,2019-2019
Jatinder Singh,46,45,1,1220,118*,27.72,1639,74.43,3,6,133,20,2019-2019
Aqib Ilyas,25,23,2,1004,109*,47.80,1255,80.00,2,7,97,10,2019-2019
Zeeshan Maqsood,42,41,4,1127,109,30.45,1611,69.95,2,6,90,22,2019-2019
Mohammad Nadeem,34,30,12,705,69*,39.16,1104,63.85,0,5,53,8,2019-2019
Suraj Kumar,24,20,6,410,62*,29.28,533,76.92,0,3,25,12,2019-2019
Sandeep Goud,36,29,6,581,67*,25.26,793,73.26,0,3,33,25,2019-2019
Khurram Nawaz,3,2,1,26,17*,26.00,49,53.06,0,0,1,0,2019-2019
Fayyaz Butt,23,13,5,132,32*,16.50,159,83.01,0,0,12,2,2019-2019
Kaleemullah,39,23,10,125,20,9.61,120,104.16,0,0,6,8,2019-2019
Bilal Khan,45,19,11,30,9,3.75,69,43.47,0,0,1,1,2019-2019
Bernard Scholtz,41,23,11,176,30,14.66,293,60.06,0,0,10,2,2019-2019
Pikky Ya France,25,21,11,263,52*,26.30,300,87.66,0,1,21,10,2019-2019
Xavier Marshall,37,37,3,596,157*,17.52,902,66.07,1,1,59,17,2019-2019
Monank Patel,47,47,3,1446,130,32.86,1836,78.75,2,10,106,21,2019-2019
Steven Taylor,45,45,0,1192,114,26.48,1474,80.86,1,7,135,27,2019-2019
Aaron Jones,43,43,3,1454,123*,36.35,2054,70.78,1,10,95,28,2019-2019
Jaskaran Malhotra,18,18,4,429,173*,30.64,461,93.05,1,1,27,23,2019-2019
Hayden Walsh,22,12,3,155,46*,17.22,212,73.11,0,0,19,1,2019-2019
Timil Patel,7,7,3,72,50*,18.00,149,48.32,0,1,7,0,2019-2019
Karima Gore,16,15,2,210,44,16.15,312,67.30,0,0,17,2,2019-2019
Jessy Singh,24,19,2,219,38,12.88,352,62.21,0,0,15,6,2019-2019
Saurabh Netravalkar,48,29,14,139,19*,9.26,230,60.43,0,0,10,2,2019-2019
Ali Khan,15,8,2,20,6,3.33,31,64.51,0,0,1,0,2019-2019
Tony Ura,61,61,1,1363,151,22.71,1758,77.53,1,6,141,26,2019-2019
Assad Vala,66,66,1,2003,104,30.81,2892,69.26,1,12,161,28,2019-2019
