Player_Name,matches,inns,not_out,runs_scored,HS,batting_ave,ball_faced,batting_SR,100s,50s,fours,six,odi_year
Suryakumar Yadav,23,21,3,433,64,24.05,424,102.12,0,2,45,8,2021-2021
Deepak Chahar,13,9,3,203,69*,33.83,207,98.06,0,2,17,8,2021-2021
Yuzvendra Chahal,72,14,5,77,18*,8.55,141,54.60,0,0,8,0,2021-2021
Donald Tiripano,38,29,8,364,55*,17.33,549,66.30,0,1,30,8,2021-2021
Nurul Hasan,6,5,3,165,45*,82.50,174,94.82,0,0,15,3,2021-2021
Kasun Rajitha,24,13,6,63,17*,9.00,124,50.80,0,0,8,0,2021-2021
Josh Philippe,3,3,0,65,39,21.66,89,73.03,0,0,8,2,2021-2021
Ben McDermott,5,5,0,223,104,44.60,278,80.21,1,1,19,5,2021-2021
Mitchell Marsh,72,68,10,2008,102*,34.62,2173,92.40,1,15,173,58,2021-2021
Moises Henriques,16,15,2,117,22,9.00,192,60.93,0,0,10,0,2021-2021
Alex Carey,64,58,11,1667,106,35.46,1896,87.92,1,7,154,14,2021-2021
Ashton Turner,9,7,1,192,84*,32.00,160,120.00,0,1,10,10,2021-2021
Matthew Wade,97,83,12,1867,100*,26.29,2288,81.59,1,11,129,34,2021-2021
Mitchell Starc,110,62,23,483,52*,12.38,566,85.33,0,1,35,13,2021-2021
Adam Zampa,79,37,14,216,36,9.39,349,61.89,0,0,18,1,2021-2021
Wes Agar,2,2,0,50,41,25.00,42,119.04,0,0,4,2,2021-2021
Josh Hazlewood,69,23,19,81,23*,20.25,104,77.88,0,0,8,1,2021-2021
Shimron Hetmyer,47,44,3,1447,139,35.29,1360,106.39,5,4,111,52,2021-2021
Hayden Walsh,22,12,3,155,46*,17.22,212,73.11,0,0,19,1,2021-2021
Sheldon Cottrell,38,19,11,88,17,11.00,130,67.69,0,0,6,4,2021-2021
Riley Meredith,1,1,1,0,0*,-,0,-,0,0,0,0,2021-2021
Sanju Samson,11,10,5,330,86*,66.00,315,104.76,0,2,25,15,2021-2021
Nitish Rana,1,1,0,7,7,7.00,14,50.00,0,0,0,0,2021-2021
Krishnappa Gowtham,1,1,0,2,2,2.00,3,66.66,0,0,0,0,2021-2021
Rahul Chahar,1,1,0,13,13,13.00,25,52.00,0,0,0,0,2021-2021
Navdeep Saini,8,5,3,107,45,53.50,137,78.10,0,0,9,3,2021-2021
Chetan Sakariya,1,1,1,0,0*,-,1,0.00,0,0,0,0,2021-2021
Akila Dananjaya,39,30,6,291,50*,12.12,417,69.78,0,1,25,3,2021-2021
Ashton Agar,21,17,4,274,46,21.07,319,85.89,0,0,25,3,2021-2021
Reeza Hendricks,27,27,2,694,102,27.76,894,77.62,1,5,70,6,2021-2021
Wiaan Mulder,12,10,4,81,19*,13.50,100,81.00,0,0,11,0,2021-2021
George Linde,2,2,1,27,18,27.00,29,93.10,0,0,3,0,2021-2021
Tony Ura,61,61,1,1363,151,22.71,1758,77.53,1,6,141,26,2021-2021
Lega Siaka,47,47,0,931,109,19.80,1238,75.20,1,2,88,14,2021-2021
Assad Vala,66,66,1,2003,104,30.81,2892,69.26,1,12,161,28,2021-2021
Charles Amini,49,49,1,1128,109,23.50,1674,67.38,1,7,94,12,2021-2021
Sese Bau,57,57,3,1089,81*,20.16,1763,61.76,0,5,92,11,2021-2021
Kiplin Doriga,39,38,2,730,89*,20.27,1197,60.98,0,4,64,17,2021-2021
Gaudi Toka,22,21,0,268,29,12.76,483,55.48,0,0,21,2,2021-2021
Hiri Hiri,34,34,4,454,77,15.13,815,55.70,0,1,31,5,2021-2021
Jason Kila,13,13,3,159,36,15.90,244,65.16,0,0,14,2,2021-2021
Damien Ravu,18,17,7,129,38*,12.90,197,65.48,0,0,9,4,2021-2021
Nosaina Pokana,21,15,6,63,11*,7.00,159,39.62,0,0,3,1,2021-2021
Steven Taylor,45,45,0,1192,114,26.48,1474,80.86,1,7,135,27,2021-2021
Sushant Modani,31,31,0,831,111,26.80,1328,62.57,1,6,73,3,2021-2021
Monank Patel,47,47,3,1446,130,32.86,1836,78.75,2,10,106,21,2021-2021
Gajanand Singh,32,32,5,986,101*,36.51,1178,83.70,1,6,89,18,2021-2021
Jaskaran Malhotra,18,18,4,429,173*,30.64,461,93.05,1,1,27,23,2021-2021
Saurabh Netravalkar,48,29,14,139,19*,9.26,230,60.43,0,0,10,2,2021-2021
Jessy Singh,24,19,2,219,38,12.88,352,62.21,0,0,15,6,2021-2021
Nosthush Kenjige,40,31,14,357,43,21.00,484,73.76,0,0,24,5,2021-2021
Elmore Hutchinson,11,8,2,142,49*,23.66,143,99.30,0,0,8,9,2021-2021
Karima Gore,16,15,2,210,44,16.15,312,67.30,0,0,17,2,2021-2021
Nisarg Patel,41,36,8,496,52,17.71,728,68.13,0,1,35,8,2021-2021
Chad Soper,56,54,16,751,46*,19.76,1315,57.11,0,0,35,8,2021-2021
Kushal Bhurtel,44,43,0,986,115,22.93,1242,79.38,1,6,101,20,2021-2021
Aasif Sheikh,41,41,3,1187,110,31.23,1531,77.53,1,9,134,11,2021-2021
Gyanendra Malla,37,37,1,876,75,24.33,1318,66.46,0,7,90,15,2021-2021
Aarif Sheikh,47,40,5,878,66,25.08,1406,62.44,0,6,53,4,2021-2021
Sharad Vesawkar,4,4,1,66,55,22.00,151,43.70,0,1,5,0,2021-2021
Rohit Paudel,52,51,5,1469,126,31.93,1938,75.79,1,8,117,25,2021-2021
Kushal Malla,27,25,2,626,108,27.21,606,103.30,1,4,61,35,2021-2021
Pawan Sarraf,8,7,1,31,10*,5.16,52,59.61,0,0,3,0,2021-2021
Sompal Kami,47,36,13,478,63*,20.78,668,71.55,0,2,39,7,2021-2021
Bikram Sob,5,4,1,4,2,1.33,17,23.52,0,0,0,0,2021-2021
Sandeep Lamichhane,49,33,8,367,35*,14.68,435,84.36,0,0,33,6,2021-2021
Maheesh Theekshana,22,11,6,88,28,17.60,171,51.46,0,0,3,0,2021-2021
Craig Ervine,116,112,13,3294,130*,33.27,4325,76.16,4,19,324,38,2021-2021
Sean Williams,156,151,20,4986,174,38.06,5751,86.69,8,35,447,57,2021-2021
Wellington Masakadza,35,21,4,133,34,7.82,264,50.37,0,0,11,0,2021-2021
Aaron Jones,43,43,3,1454,123*,36.35,2054,70.78,1,10,95,28,2021-2021
Abhishek Paradkar,4,4,1,39,24,13.00,50,78.00,0,0,3,1,2021-2021
Norman Vanua,57,53,4,837,60,17.08,1028,81.42,0,2,41,49,2021-2021
Binod Bhandari,17,14,0,275,59,19.64,461,59.65,0,1,24,3,2021-2021
Karan KC,46,31,6,349,42,13.96,404,86.38,0,0,27,17,2021-2021
Sushan Bhari,11,7,5,24,11,12.00,54,44.44,0,0,2,0,2021-2021
Kabua Morea,17,13,6,73,17*,10.42,118,61.86,0,0,5,1,2021-2021
Shane Getkate,4,2,1,23,16*,23.00,23,100.00,0,0,2,1,2021-2021
Sanjay Krishnamurthi,3,3,0,13,13,4.33,24,54.16,0,0,0,1,2021-2021
Jatinder Singh,46,45,1,1220,118*,27.72,1639,74.43,3,6,133,20,2021-2021
Shoaib Khan,24,24,3,726,105*,34.57,878,82.68,1,7,65,12,2021-2021
Ayaan Khan,34,31,2,1001,105*,34.51,1304,76.76,1,5,84,17,2021-2021
Zeeshan Maqsood,42,41,4,1127,109,30.45,1611,69.95,2,6,90,22,2021-2021
Mohammad Nadeem,34,30,12,705,69*,39.16,1104,63.85,0,5,53,8,2021-2021
Suraj Kumar,24,20,6,410,62*,29.28,533,76.92,0,3,25,12,2021-2021
Sandeep Goud,36,29,6,581,67*,25.26,793,73.26,0,3,33,25,2021-2021
Bilal Khan,45,19,11,30,9,3.75,69,43.47,0,0,1,1,2021-2021
Kaleemullah,39,23,10,125,20,9.61,120,104.16,0,0,6,8,2021-2021
Nestor Dhamba,10,6,2,34,11,8.50,59,57.62,0,0,3,0,2021-2021
Dominique Rikhi,2,2,0,3,3,1.50,14,21.42,0,0,0,0,2021-2021
Naseem Khushi,32,25,2,395,69,17.17,351,112.53,0,1,26,22,2021-2021
Gulsan Jha,22,18,5,452,67*,34.76,592,76.35,0,3,31,21,2021-2021
Kyle Phillip,5,2,0,1,1,0.50,5,20.00,0,0,0,0,2021-2021
Sufyan Mehmood,1,1,0,4,4,4.00,16,25.00,0,0,0,0,2021-2021
Pruthvikumar Macchi,1,1,0,25,25,25.00,32,78.12,0,0,2,0,2021-2021
Khawar Ali,34,29,6,626,79*,27.21,1058,59.16,0,4,56,6,2021-2021
Kashyap Prajapati,31,30,0,949,103,31.63,1225,77.46,2,5,96,14,2021-2021
Aqib Ilyas,25,23,2,1004,109*,47.80,1255,80.00,2,7,97,10,2021-2021
Chris Sole,30,14,3,71,17,6.45,90,78.88,0,0,8,0,2021-2021
Stephan Baard,19,19,0,348,73,18.31,595,58.48,0,2,33,3,2021-2021
Zane Green,33,27,2,662,75*,26.48,783,84.54,0,2,64,10,2021-2021
Michael van Lingen,28,27,5,873,133,39.68,951,91.79,4,2,90,20,2021-2021
Craig Williams,18,18,2,488,129*,30.50,650,75.07,1,1,40,8,2021-2021
Karl Birkenstock,20,18,1,258,61,15.17,447,57.71,0,1,25,2,2021-2021
Michau du Preez,3,3,0,14,5,4.66,44,31.81,0,0,0,0,2021-2021
JJ Smit,29,26,3,651,94,28.30,773,84.21,0,2,34,31,2021-2021
Jan Frylinck,28,24,6,441,60*,24.50,502,87.84,0,3,23,12,2021-2021
Pikky Ya France,25,21,11,263,52*,26.30,300,87.66,0,1,21,10,2021-2021
Ruben Trumpelmann,34,26,4,335,55*,15.22,386,86.78,0,1,20,16,2021-2021
Bernard Scholtz,41,23,11,176,30,14.66,293,60.06,0,0,10,2,2021-2021
Zubayr Hamza,1,1,0,56,56,56.00,79,70.88,0,1,5,1,2021-2021
Khaya Zondo,6,6,1,146,54,29.20,231,63.20,0,1,8,3,2021-2021
Wayne Parnell,73,43,15,574,56,20.50,723,79.39,0,1,43,9,2021-2021
Roelof van der Merwe,16,8,3,96,57,19.20,95,101.05,0,1,8,3,2021-2021
Colin Ackermann,7,6,0,211,81,35.16,280,75.35,0,2,18,2,2021-2021
Jan Nicol Loftie-Eaton,32,29,5,718,73,29.91,962,74.63,0,6,52,9,2021-2021
Shai Hope,115,110,14,4829,170,50.30,6291,76.76,15,23,394,79,2022-2022
Justin Greaves,3,3,0,29,12,9.66,85,34.11,0,0,2,0,2022-2022
Nicholas Pooran,61,58,8,1983,118,39.66,2000,99.15,3,11,157,80,2022-2022
Shamarh Brooks,29,29,1,842,101*,30.07,1114,75.58,1,4,69,16,2022-2022
Roston Chase,42,31,4,687,94,25.44,910,75.49,0,3,48,4,2022-2022
Kieron Pollard,123,113,9,2706,119,26.01,2866,94.41,3,13,171,135,2022-2022
Jason Holder,138,114,24,2237,99*,24.85,2479,90.23,0,12,160,69,2022-2022
Romario Shepherd,22,17,2,275,50,18.33,291,94.50,0,1,25,7,2022-2022
Odean Smith,9,8,1,199,46,28.42,119,167.22,0,0,14,15,2022-2022
Alzarri Joseph,61,36,15,358,49,17.04,497,72.03,0,0,26,16,2022-2022
Akeal Hosein,38,28,9,266,60,14.00,364,73.07,0,1,14,10,2022-2022
William Porterfield,148,145,3,4343,139,30.58,6298,68.95,11,20,455,32,2022-2022
Andy Balbirnie,101,97,7,2907,145*,32.30,3878,74.96,8,15,282,35,2022-2022
Andy McBrine,82,55,12,822,79,19.11,1163,70.67,0,2,78,13,2022-2022
Harry Tector,38,36,6,1513,140,50.43,1800,84.05,4,11,116,40,2022-2022
Curtis Campher,30,24,2,757,120,34.40,936,80.87,1,5,68,10,2022-2022
Lorcan Tucker,44,37,4,685,83,20.75,870,78.73,0,3,58,10,2022-2022
George Dockrell,117,82,28,1284,91*,23.77,1560,82.30,0,6,101,25,2022-2022
Gareth Delany,21,18,5,234,22,18.00,246,95.12,0,0,20,6,2022-2022
Neil Rock,3,2,0,7,5,3.50,23,30.43,0,0,0,0,2022-2022
Mark Adair,41,30,11,359,32,18.89,312,115.06,0,0,26,18,2022-2022
Craig Young,39,23,11,85,12*,7.08,113,75.22,0,0,7,2,2022-2022
Josh Little,32,13,5,51,20,6.37,55,92.72,0,0,7,1,2022-2022
Paul Stirling,154,149,3,5598,177,38.34,6413,87.29,14,28,601,135,2022-2022
Takudzwanashe Kaitano,8,8,0,126,42,15.75,186,67.74,0,0,16,2,2022-2022
Regis Chakabva,61,57,3,1188,102,22.00,1751,67.84,1,4,93,9,2022-2022
Craig Ervine,116,112,13,3294,130*,33.27,4325,76.16,4,19,324,38,2022-2022
Sean Williams,156,151,20,4986,174,38.06,5751,86.69,8,35,447,57,2022-2022
Wessly Madhevere,36,34,0,705,72,20.73,919,76.71,0,5,65,5,2022-2022
Sikandar Raza,136,129,20,4089,141,37.51,4727,86.50,7,21,338,102,2022-2022
Ryan Burl,47,40,6,860,83,25.29,1032,83.33,0,6,69,22,2022-2022
Wellington Masakadza,35,21,4,133,34,7.82,264,50.37,0,0,11,0,2022-2022
Blessing Muzarabani,42,32,12,103,17*,5.15,218,47.24,0,0,8,2,2022-2022
Tendai Chatara,87,57,25,206,23,6.43,439,46.92,0,0,17,2,2022-2022
Richard Ngarava,39,24,10,160,35,11.42,196,81.63,0,0,15,7,2022-2022
Pathum Nissanka,34,34,3,1264,137,40.77,1501,84.21,3,9,159,6,2022-2022
Kusal Mendis,106,103,9,2945,119,31.32,3492,84.33,2,22,294,42,2022-2022
Kamindu Mendis,7,7,1,127,57,21.16,214,59.34,0,1,8,1,2022-2022
Dinesh Chandimal,157,142,21,3854,111,31.85,5191,74.24,4,24,262,43,2022-2022
Charith Asalanka,35,30,3,1093,110,40.48,1184,92.31,1,8,91,19,2022-2022
Dasun Shanaka,61,53,4,1150,108*,23.46,1226,93.80,2,3,93,39,2022-2022
Chamika Karunaratne,23,22,6,443,75,27.68,547,80.98,0,1,31,8,2022-2022
Nuwan Pradeep,49,25,17,35,7,4.37,83,42.16,0,0,3,1,2022-2022
Chamika Gunasekara,1,-,-,-,-,-,-,-,-,-,-,-,2022-2022
Maheesh Theekshana,22,11,6,88,28,17.60,171,51.46,0,0,3,0,2022-2022
Jeffrey Vandersay,20,12,2,89,25,8.90,212,41.98,0,0,3,0,2022-2022
Dushmantha Chameera,44,29,11,224,29,12.44,352,63.63,0,0,16,3,2022-2022
Quinton de Kock,140,140,7,5966,178,44.85,6209,96.08,17,29,687,93,2022-2022
Janneman Malan,23,22,2,958,177*,47.90,1150,83.30,3,4,97,16,2022-2022
Temba Bavuma,26,25,3,1150,144,52.27,1255,91.63,4,3,104,16,2022-2022
Aiden Markram,50,47,4,1440,175,33.48,1534,93.87,1,6,148,33,2022-2022
Rassie van der Dussen,45,39,10,1757,134,60.58,1959,89.68,4,11,129,30,2022-2022
David Miller,155,132,40,3888,139,42.26,3777,102.93,5,21,289,110,2022-2022
KL Rahul,54,52,8,1986,112,45.13,2294,86.57,5,13,152,46,2022-2022
Shikhar Dhawan,167,164,10,6793,143,44.11,7436,91.35,17,39,842,79,2022-2022
Virat Kohli,274,265,40,12898,183,57.32,13776,93.62,46,65,1211,138,2022-2022
Rishabh Pant,30,26,1,865,125*,34.60,811,106.65,1,5,90,26,2022-2022
Shreyas Iyer,42,38,3,1631,113*,46.60,1690,96.50,2,14,162,32,2022-2022
Venkatesh Iyer,2,2,0,24,22,12.00,40,60.00,0,0,0,1,2022-2022
Ravichandran Ashwin,113,63,20,707,65,16.44,813,86.96,0,1,60,7,2022-2022
Shardul Thakur,35,21,6,298,50*,19.86,271,109.96,0,1,29,9,2022-2022
Bhuvneshwar Kumar,121,55,16,552,53*,14.15,747,73.89,0,1,46,8,2022-2022
Jasprit Bumrah,72,20,13,47,14*,6.71,93,50.53,0,0,5,1,2022-2022
Yuzvendra Chahal,72,14,5,77,18*,8.55,141,54.60,0,0,8,0,2022-2022
Marco Jansen,9,7,2,131,43,26.20,124,105.64,0,0,12,4,2022-2022
Keshav Maharaj,27,13,2,159,28,14.45,167,95.20,0,0,21,1,2022-2022
Lungi Ngidi,45,17,12,80,19*,16.00,131,61.06,0,0,5,5,2022-2022
Tabraiz Shamsi,44,9,6,18,9*,6.00,43,41.86,0,0,1,0,2022-2022
Andile Phehlukwayo,74,47,16,742,69*,23.93,859,86.37,0,2,67,27,2022-2022
Rahmanullah Gurbaz,21,21,1,779,145,38.95,896,86.94,4,2,68,33,2022-2022
Usman Ghani,17,17,0,435,118,25.58,578,75.25,1,2,39,10,2022-2022
Rahmat Shah,94,90,3,3191,114,36.67,4529,70.45,5,23,273,35,2022-2022
Hashmatullah Shahidi,59,59,8,1637,97*,32.09,2481,65.98,0,14,144,9,2022-2022
Najibullah Zadran,88,80,13,2013,104*,30.04,2251,89.42,1,15,175,66,2022-2022
Shahidullah,1,1,0,1,1,1.00,3,33.33,0,0,0,0,2022-2022
Gulbadin Naib,76,65,8,1170,82*,20.52,1593,73.44,0,5,94,28,2022-2022
Rashid Khan,89,70,12,1142,60*,19.68,1091,104.67,0,5,97,40,2022-2022
Sharafuddin Ashraf,19,11,4,66,21,9.42,100,66.00,0,0,3,2,2022-2022
Scott Edwards,38,35,5,1212,86,40.40,1307,92.73,0,13,93,12,2022-2022
Musa Ahmad,13,13,0,241,61,18.53,366,65.84,0,1,23,3,2022-2022
Colin Ackermann,7,6,0,211,81,35.16,280,75.35,0,2,18,2,2022-2022
Bas de Leede,30,29,1,765,123,27.32,1149,66.57,1,2,48,13,2022-2022
Pieter Seelaar,57,39,10,347,43,11.96,593,58.51,0,0,26,5,2022-2022
Boris Gorlee,3,3,0,29,16,9.66,55,52.72,0,0,3,0,2022-2022
Saqib Zulfiqar,13,13,2,181,34*,16.45,268,67.53,0,0,14,4,2022-2022
Philippe Boissevain,6,6,0,44,15,7.33,80,55.00,0,0,2,0,2022-2022
Fred Klaassen,19,15,7,68,13,8.50,116,58.62,0,0,2,1,2022-2022
Vivian Kingma,18,8,3,12,9*,2.40,33,36.36,0,0,0,1,2022-2022
Brandon Glover,9,6,4,29,18,14.50,46,63.04,0,0,3,0,2022-2022
Yamin Ahmadzai,9,5,2,9,5,3.00,32,28.12,0,0,0,0,2022-2022
Mujeeb Ur Rahman,61,31,13,113,18*,6.27,171,66.08,0,0,13,2,2022-2022
Sisanda Magala,7,4,1,12,5*,4.00,17,70.58,0,0,2,0,2022-2022
Ramesh Mendis,4,4,2,50,26,25.00,50,100.00,0,0,3,1,2022-2022
Milton Shumba,6,5,1,27,11,6.75,58,46.55,0,0,1,1,2022-2022
Ryan Klein,12,8,2,35,8*,5.83,65,53.84,0,0,1,0,2022-2022
Fareed Ahmad,14,5,4,20,13*,20.00,33,60.60,0,0,0,1,2022-2022
Dwaine Pretorius,27,13,1,192,50,16.00,224,85.71,0,1,14,5,2022-2022
Suryakumar Yadav,23,21,3,433,64,24.05,424,102.12,0,2,45,8,2022-2022
Deepak Chahar,13,9,3,203,69*,33.83,207,98.06,0,2,17,8,2022-2022
Jayant Yadav,2,2,1,3,2,3.00,7,42.85,0,0,0,0,2022-2022
Prasidh Krishna,14,5,3,2,2*,1.00,12,16.66,0,0,0,0,2022-2022
Riaz Hassan,3,3,0,86,50,28.66,126,68.25,0,1,7,2,2022-2022
Azmatullah Omarzai,12,7,1,121,56,20.16,165,73.33,0,1,10,4,2022-2022
Aryan Dutt,25,18,4,100,16,7.14,171,58.47,0,0,7,2,2022-2022
Clayton Floyd,9,4,1,13,9,4.33,17,76.47,0,0,2,0,2022-2022
Fazalhaq Farooqi,16,7,4,7,4,2.33,29,24.13,0,0,1,0,2022-2022
Qais Ahmad,1,-,-,-,-,-,-,-,-,-,-,-,2022-2022
Jatinder Singh,46,45,1,1220,118*,27.72,1639,74.43,3,6,133,20,2022-2022
Khawar Ali,34,29,6,626,79*,27.21,1058,59.16,0,4,56,6,2022-2022
Kashyap Prajapati,31,30,0,949,103,31.63,1225,77.46,2,5,96,14,2022-2022
Ayaan Khan,34,31,2,1001,105*,34.51,1304,76.76,1,5,84,17,2022-2022
Shoaib Khan,24,24,3,726,105*,34.57,878,82.68,1,7,65,12,2022-2022
Zeeshan Maqsood,42,41,4,1127,109,30.45,1611,69.95,2,6,90,22,2022-2022
Sandeep Goud,36,29,6,581,67*,25.26,793,73.26,0,3,33,25,2022-2022
Naseem Khushi,32,25,2,395,69,17.17,351,112.53,0,1,26,22,2022-2022
Aamir Kaleem,3,2,0,18,13,9.00,24,75.00,0,0,2,0,2022-2022
Kaleemullah,39,23,10,125,20,9.61,120,104.16,0,0,6,8,2022-2022
Bilal Khan,45,19,11,30,9,3.75,69,43.47,0,0,1,1,2022-2022
Chirag Suri,37,37,0,946,115,25.56,1506,62.81,2,5,96,13,2022-2022
Muhammad Waseem,45,45,0,1197,119,26.60,1280,93.51,1,6,108,62,2022-2022
Vriitya Aravind,55,55,3,1693,115*,32.55,2391,70.80,2,8,171,15,2022-2022
Muhammad Usman,38,37,5,1008,102*,31.50,1312,76.82,1,4,89,22,2022-2022
Basil Hameed,37,34,1,817,63*,24.75,1119,73.01,0,3,58,19,2022-2022
Rohan Mustafa,81,75,5,1504,109,21.48,2366,63.56,1,7,123,26,2022-2022
Chundangapoyil Rizwan,41,39,6,930,109,28.18,1607,57.87,1,4,66,2,2022-2022
Kashif Daud,19,16,6,282,76*,28.20,310,90.96,0,2,19,13,2022-2022
Junaid Siddique,43,28,10,95,16*,5.27,166,57.22,0,0,4,6,2022-2022
Zahoor Khan,59,38,16,149,23,6.77,258,57.75,0,0,11,4,2022-2022
Ahmed Raza,53,41,7,409,50,12.02,674,60.68,0,1,29,8,2022-2022
Nestor Dhamba,10,6,2,34,11,8.50,59,57.62,0,0,3,0,2022-2022
Akif Raja,5,1,0,0,0,0.00,0,-,0,0,0,0,2022-2022
Brandon King,31,31,2,969,112,33.41,1137,85.22,2,6,109,23,2022-2022
Darren Bravo,122,117,14,3109,124,30.18,4434,70.11,4,18,252,75,2022-2022
Fabian Allen,20,16,3,200,51,15.38,203,98.52,0,1,18,8,2022-2022
Kemar Roach,95,60,36,308,34,12.83,594,51.85,0,0,24,6,2022-2022
Rohit Sharma,243,236,34,9825,264,48.63,10914,90.02,30,48,900,275,2022-2022
Ishan Kishan,14,13,1,510,210,42.50,481,106.02,1,3,52,21,2022-2022
Deepak Hooda,10,7,1,153,33,25.50,189,80.95,0,0,10,1,2022-2022
Mohammed Siraj,24,10,5,30,9,6.00,64,46.87,0,0,2,0,2022-2022
Washington Sundar,16,9,1,233,51,29.12,272,85.66,0,1,17,6,2022-2022
Kuldeep Yadav,81,30,16,156,19,11.14,253,61.66,0,0,12,0,2022-2022
Hayden Walsh,22,12,3,155,46*,17.22,212,73.11,0,0,19,1,2022-2022
Ibrahim Zadran,14,14,2,749,162,62.41,874,85.69,4,2,76,10,2022-2022
Mohammad Nabi,142,126,15,3046,116,27.44,3558,85.60,1,15,196,93,2022-2022
Tamim Iqbal,241,239,12,8313,158,36.62,10584,78.54,14,56,918,103,2022-2022
Litton Das,72,72,7,2213,176,34.04,2513,88.06,5,10,235,39,2022-2022
Shakib Al Hasan,235,222,30,7211,134*,37.55,8734,82.56,9,53,660,46,2022-2022
Mushfiqur Rahim,251,234,39,7257,144,37.21,9104,79.71,9,45,577,92,2022-2022
Yasir Ali,9,7,0,102,50,14.57,114,89.47,0,1,8,4,2022-2022
Mahmudullah,218,190,50,4950,128*,35.35,6498,76.17,3,27,368,77,2022-2022
Afif Hossain,28,24,5,546,93*,28.73,624,87.50,0,3,50,8,2022-2022
Mehidy Hasan Miraz,77,50,9,888,100*,21.65,1153,77.01,1,2,79,15,2022-2022
Mustafizur Rahman,89,43,27,116,18*,7.25,211,54.97,0,0,14,0,2022-2022
Taskin Ahmed,59,30,10,149,21,7.45,265,56.22,0,0,11,4,2022-2022
Shoriful Islam,17,8,2,38,16,6.33,44,86.36,0,0,2,2,2022-2022
Suraj Kumar,24,20,6,410,62*,29.28,533,76.92,0,3,25,12,2022-2022
Mohammad Nadeem,34,30,12,705,69*,39.16,1104,63.85,0,5,53,8,2022-2022
Asif Khan,30,29,4,1049,151*,41.96,1230,85.28,3,5,81,39,2022-2022
Stephan Baard,19,19,0,348,73,18.31,595,58.48,0,2,33,3,2022-2022
Craig Williams,18,18,2,488,129*,30.50,650,75.07,1,1,40,8,2022-2022
Michael van Lingen,28,27,5,873,133,39.68,951,91.79,4,2,90,20,2022-2022
Gerhard Erasmus,40,39,4,1593,125,45.51,1993,79.92,2,12,121,35,2022-2022
JJ Smit,29,26,3,651,94,28.30,773,84.21,0,2,34,31,2022-2022
David Wiese,15,15,2,330,67,25.38,369,89.43,0,1,21,10,2022-2022
Ruben Trumpelmann,34,26,4,335,55*,15.22,386,86.78,0,1,20,16,2022-2022
Jan Frylinck,28,24,6,441,60*,24.50,502,87.84,0,3,23,12,2022-2022
Jan Nicol Loftie-Eaton,32,29,5,718,73,29.91,962,74.63,0,6,52,9,2022-2022
Bernard Scholtz,41,23,11,176,30,14.66,293,60.06,0,0,10,2,2022-2022
Tangeni Lungameni,22,9,3,37,12*,6.16,64,57.81,0,0,2,0,2022-2022
Karl Birkenstock,20,18,1,258,61,15.17,447,57.71,0,1,25,2,2022-2022
Fayyaz Butt,23,13,5,132,32*,16.50,159,83.01,0,0,12,2,2022-2022
Pikky Ya France,25,21,11,263,52*,26.30,300,87.66,0,1,21,10,2022-2022
Wasim Ali,1,1,1,2,2*,-,2,100.00,0,0,0,0,2022-2022
Lo-handre Louwrens,23,22,0,549,57,24.95,887,61.89,0,3,60,2,2022-2022
Tony Ura,61,61,1,1363,151,22.71,1758,77.53,1,6,141,26,2022-2022
Lega Siaka,47,47,0,931,109,19.80,1238,75.20,1,2,88,14,2022-2022
Assad Vala,66,66,1,2003,104,30.81,2892,69.26,1,12,161,28,2022-2022
Charles Amini,49,49,1,1128,109,23.50,1674,67.38,1,7,94,12,2022-2022
Hiri Hiri,34,34,4,454,77,15.13,815,55.70,0,1,31,5,2022-2022
Chad Soper,56,54,16,751,46*,19.76,1315,57.11,0,0,35,8,2022-2022
Norman Vanua,57,53,4,837,60,17.08,1028,81.42,0,2,41,49,2022-2022
Riley Hekure,25,24,2,347,58,15.77,461,75.27,0,1,26,6,2022-2022
Simon Atai,15,12,3,90,25*,10.00,173,52.02,0,0,6,0,2022-2022
Dogodo Bau,14,13,2,204,46,18.54,367,55.58,0,0,13,1,2022-2022
Kabua Morea,17,13,6,73,17*,10.42,118,61.86,0,0,5,1,2022-2022
Alei Nao,26,20,10,126,46,12.60,134,94.02,0,0,9,4,2022-2022
Kushal Bhurtel,44,43,0,986,115,22.93,1242,79.38,1,6,101,20,2022-2022
Aasif Sheikh,41,41,3,1187,110,31.23,1531,77.53,1,9,134,11,2022-2022
Gyanendra Malla,37,37,1,876,75,24.33,1318,66.46,0,7,90,15,2022-2022
Dipendra Singh Airee,50,49,6,857,105,19.93,1193,71.83,1,3,74,12,2022-2022
Rohit Paudel,52,51,5,1469,126,31.93,1938,75.79,1,8,117,25,2022-2022
Aarif Sheikh,47,40,5,878,66,25.08,1406,62.44,0,6,53,4,2022-2022
Binod Bhandari,17,14,0,275,59,19.64,461,59.65,0,1,24,3,2022-2022
Karan KC,46,31,6,349,42,13.96,404,86.38,0,0,27,17,2022-2022
Sompal Kami,47,36,13,478,63*,20.78,668,71.55,0,2,39,7,2022-2022
Sandeep Lamichhane,49,33,8,367,35*,14.68,435,84.36,0,0,33,6,2022-2022
Sagar Dhakal,8,6,5,7,4*,7.00,41,17.07,0,0,0,0,2022-2022
Kamal Airee,3,3,2,27,18*,27.00,24,112.50,0,0,2,0,2022-2022
Kyle Verreynne,12,10,1,371,95,41.22,439,84.51,0,4,25,10,2022-2022
