Player_Name,matches,catches,stumps,odi_year
Pawan Sarraf,8,2,0,2021-2021
Sompal Kami,47,10,0,2021-2021
Bikram Sob,5,1,0,2021-2021
Sandeep Lamichhane,49,8,0,2021-2021
Maheesh Theekshana,22,4,0,2021-2021
Craig Ervine,116,54,0,2021-2021
Sean Williams,156,58,0,2021-2021
Wellington Masakadza,35,10,0,2021-2021
Aaron Jones,43,14,0,2021-2021
Abhishek Paradkar,4,0,0,2021-2021
Norman Vanua,57,16,0,2021-2021
Binod Bhandari,17,21,1,2021-2021
Karan KC,46,6,0,2021-2021
Sushan Bhari,11,3,0,2021-2021
Kabua Morea,17,5,0,2021-2021
Shane Getkate,4,1,0,2021-2021
Sanjay Krishnamurthi,3,0,0,2021-2021
Jatinder Singh,46,15,0,2021-2021
Shoaib Khan,24,13,0,2021-2021
Ayaan Khan,34,10,0,2021-2021
Zeeshan Maqsood,42,22,0,2021-2021
Mohammad Nadeem,34,6,0,2021-2021
Suraj Kumar,24,18,2,2021-2021
Sandeep Goud,36,18,0,2021-2021
Bilal Khan,45,4,0,2021-2021
Kaleemullah,39,9,0,2021-2021
Nestor Dhamba,10,3,0,2021-2021
Dominique Rikhi,2,1,0,2021-2021
Naseem Khushi,32,22,3,2021-2021
Gulsan Jha,22,5,0,2021-2021
Kyle Phillip,5,1,0,2021-2021
Sufyan Mehmood,1,0,0,2021-2021
Pruthvikumar Macchi,1,0,0,2021-2021
Khawar Ali,34,19,0,2021-2021
Kashyap Prajapati,31,15,0,2021-2021
Aqib Ilyas,25,6,0,2021-2021
Chris Sole,30,9,0,2021-2021
Stephan Baard,19,5,0,2021-2021
Zane Green,33,39,4,2021-2021
Michael van Lingen,28,7,0,2021-2021
Craig Williams,18,6,0,2021-2021
Karl Birkenstock,20,8,0,2021-2021
Michau du Preez,3,4,0,2021-2021
JJ Smit,29,9,0,2021-2021
Jan Frylinck,28,11,0,2021-2021
Pikky Ya France,25,7,0,2021-2021
Ruben Trumpelmann,34,13,0,2021-2021
Bernard Scholtz,41,5,0,2021-2021
Zubayr Hamza,1,0,0,2021-2021
Khaya Zondo,6,1,0,2021-2021
Wayne Parnell,73,13,0,2021-2021
Roelof van der Merwe,16,6,0,2021-2021
Colin Ackermann,7,5,0,2021-2021
Jan Nicol Loftie-Eaton,32,17,0,2021-2021
Shai Hope,115,120,12,2022-2022
Justin Greaves,3,0,0,2022-2022
Nicholas Pooran,61,23,2,2022-2022
Shamarh Brooks,29,14,0,2022-2022
Roston Chase,42,18,0,2022-2022
Kieron Pollard,123,64,0,2022-2022
Jason Holder,138,65,0,2022-2022
Romario Shepherd,22,5,0,2022-2022
Odean Smith,9,1,0,2022-2022
Alzarri Joseph,61,19,0,2022-2022
Akeal Hosein,38,16,0,2022-2022
William Porterfield,148,68,0,2022-2022
Andy Balbirnie,101,32,0,2022-2022
Andy McBrine,82,32,0,2022-2022
Harry Tector,38,20,0,2022-2022
Curtis Campher,30,10,0,2022-2022
Lorcan Tucker,44,59,3,2022-2022
George Dockrell,117,43,0,2022-2022
Gareth Delany,21,9,0,2022-2022
Neil Rock,3,2,0,2022-2022
Mark Adair,41,18,0,2022-2022
Craig Young,39,10,0,2022-2022
Josh Little,32,4,0,2022-2022
Paul Stirling,154,57,0,2022-2022
Takudzwanashe Kaitano,8,2,0,2022-2022
Regis Chakabva,61,53,5,2022-2022
Craig Ervine,116,54,0,2022-2022
Sean Williams,156,58,0,2022-2022
Wessly Madhevere,36,9,0,2022-2022
Sikandar Raza,136,54,0,2022-2022
Ryan Burl,47,20,0,2022-2022
Wellington Masakadza,35,10,0,2022-2022
Blessing Muzarabani,42,13,0,2022-2022
Tendai Chatara,87,8,0,2022-2022
Richard Ngarava,39,6,0,2022-2022
Pathum Nissanka,34,12,0,2022-2022
Kusal Mendis,106,67,3,2022-2022
Kamindu Mendis,7,2,0,2022-2022
Dinesh Chandimal,157,62,8,2022-2022
Charith Asalanka,35,9,0,2022-2022
Dasun Shanaka,61,15,0,2022-2022
Chamika Karunaratne,23,5,0,2022-2022
Nuwan Pradeep,49,7,0,2022-2022
Chamika Gunasekara,1,0,0,2022-2022
Maheesh Theekshana,22,4,0,2022-2022
Jeffrey Vandersay,20,4,0,2022-2022
Dushmantha Chameera,44,7,0,2022-2022
Quinton de Kock,140,183,14,2022-2022
Janneman Malan,23,11,0,2022-2022
Temba Bavuma,26,22,0,2022-2022
Aiden Markram,50,20,0,2022-2022
Rassie van der Dussen,45,19,0,2022-2022
David Miller,155,69,0,2022-2022
KL Rahul,54,32,2,2022-2022
Shikhar Dhawan,167,83,0,2022-2022
Virat Kohli,274,141,0,2022-2022
Rishabh Pant,30,26,1,2022-2022
Shreyas Iyer,42,16,0,2022-2022
Venkatesh Iyer,2,0,0,2022-2022
Ravichandran Ashwin,113,30,0,2022-2022
Shardul Thakur,35,7,0,2022-2022
Bhuvneshwar Kumar,121,29,0,2022-2022
Jasprit Bumrah,72,17,0,2022-2022
Yuzvendra Chahal,72,16,0,2022-2022
Marco Jansen,9,3,0,2022-2022
Keshav Maharaj,27,4,0,2022-2022
Lungi Ngidi,45,11,0,2022-2022
Tabraiz Shamsi,44,8,0,2022-2022
Andile Phehlukwayo,74,16,0,2022-2022
Rahmanullah Gurbaz,21,14,2,2022-2022
Usman Ghani,17,3,0,2022-2022
Rahmat Shah,94,24,0,2022-2022
Hashmatullah Shahidi,59,13,0,2022-2022
Najibullah Zadran,88,39,0,2022-2022
Shahidullah,1,1,0,2022-2022
Gulbadin Naib,76,22,0,2022-2022
Rashid Khan,89,27,0,2022-2022
Sharafuddin Ashraf,19,5,0,2022-2022
Scott Edwards,38,36,6,2022-2022
Musa Ahmad,13,4,0,2022-2022
Colin Ackermann,7,5,0,2022-2022
Bas de Leede,30,14,0,2022-2022
Pieter Seelaar,57,18,0,2022-2022
Boris Gorlee,3,0,0,2022-2022
Saqib Zulfiqar,13,1,0,2022-2022
Philippe Boissevain,6,2,0,2022-2022
Fred Klaassen,19,5,0,2022-2022
Vivian Kingma,18,4,0,2022-2022
Brandon Glover,9,3,0,2022-2022
Yamin Ahmadzai,9,4,0,2022-2022
Mujeeb Ur Rahman,61,10,0,2022-2022
Sisanda Magala,7,2,0,2022-2022
Ramesh Mendis,4,1,0,2022-2022
Milton Shumba,6,2,0,2022-2022
Ryan Klein,12,3,0,2022-2022
Fareed Ahmad,14,3,0,2022-2022
Dwaine Pretorius,27,11,0,2022-2022
Suryakumar Yadav,23,14,0,2022-2022
Deepak Chahar,13,1,0,2022-2022
Jayant Yadav,2,1,0,2022-2022
Prasidh Krishna,14,2,0,2022-2022
Riaz Hassan,3,0,0,2022-2022
Azmatullah Omarzai,12,2,0,2022-2022
Aryan Dutt,25,3,0,2022-2022
Clayton Floyd,9,2,0,2022-2022
Fazalhaq Farooqi,16,1,0,2022-2022
Qais Ahmad,1,0,0,2022-2022
Jatinder Singh,46,15,0,2022-2022
Khawar Ali,34,19,0,2022-2022
Kashyap Prajapati,31,15,0,2022-2022
Ayaan Khan,34,10,0,2022-2022
Shoaib Khan,24,13,0,2022-2022
Zeeshan Maqsood,42,22,0,2022-2022
Sandeep Goud,36,18,0,2022-2022
Naseem Khushi,32,22,3,2022-2022
Aamir Kaleem,3,2,0,2022-2022
Kaleemullah,39,9,0,2022-2022
Bilal Khan,45,4,0,2022-2022
Chirag Suri,37,10,0,2022-2022
Muhammad Waseem,45,22,0,2022-2022
Vriitya Aravind,55,34,9,2022-2022
Muhammad Usman,38,11,0,2022-2022
Basil Hameed,37,15,0,2022-2022
Rohan Mustafa,81,35,0,2022-2022
Chundangapoyil Rizwan,41,9,0,2022-2022
Kashif Daud,19,3,0,2022-2022
Junaid Siddique,43,4,0,2022-2022
Zahoor Khan,59,13,0,2022-2022
Ahmed Raza,53,25,0,2022-2022
Nestor Dhamba,10,3,0,2022-2022
Akif Raja,5,2,0,2022-2022
Brandon King,31,6,0,2022-2022
Darren Bravo,122,35,0,2022-2022
Fabian Allen,20,10,0,2022-2022
Kemar Roach,95,22,0,2022-2022
Rohit Sharma,243,87,0,2022-2022
Ishan Kishan,14,5,2,2022-2022
Deepak Hooda,10,3,0,2022-2022
Mohammed Siraj,24,5,0,2022-2022
Washington Sundar,16,4,0,2022-2022
Kuldeep Yadav,81,12,0,2022-2022
Hayden Walsh,22,4,0,2022-2022
Ibrahim Zadran,14,3,0,2022-2022
Mohammad Nabi,142,61,0,2022-2022
Tamim Iqbal,241,68,0,2022-2022
Litton Das,72,47,3,2022-2022
Shakib Al Hasan,235,56,0,2022-2022
Mushfiqur Rahim,251,217,54,2022-2022
Yasir Ali,9,3,0,2022-2022
Mahmudullah,218,76,0,2022-2022
Afif Hossain,28,11,0,2022-2022
Mehidy Hasan Miraz,77,33,0,2022-2022
Mustafizur Rahman,89,15,0,2022-2022
Taskin Ahmed,59,10,0,2022-2022
Shoriful Islam,17,2,0,2022-2022
Suraj Kumar,24,18,2,2022-2022
Mohammad Nadeem,34,6,0,2022-2022
Asif Khan,30,7,0,2022-2022
Stephan Baard,19,5,0,2022-2022
Craig Williams,18,6,0,2022-2022
Michael van Lingen,28,7,0,2022-2022
Gerhard Erasmus,40,22,0,2022-2022
JJ Smit,29,9,0,2022-2022
David Wiese,15,2,0,2022-2022
Ruben Trumpelmann,34,13,0,2022-2022
Jan Frylinck,28,11,0,2022-2022
Jan Nicol Loftie-Eaton,32,17,0,2022-2022
Bernard Scholtz,41,5,0,2022-2022
Tangeni Lungameni,22,5,0,2022-2022
Karl Birkenstock,20,8,0,2022-2022
Fayyaz Butt,23,5,0,2022-2022
Pikky Ya France,25,7,0,2022-2022
Wasim Ali,1,0,0,2022-2022
Lo-handre Louwrens,23,14,0,2022-2022
Tony Ura,61,26,0,2022-2022
Lega Siaka,47,17,0,2022-2022
Assad Vala,66,34,0,2022-2022
Charles Amini,49,21,0,2022-2022
Hiri Hiri,34,2,0,2022-2022
Chad Soper,56,14,0,2022-2022
Norman Vanua,57,16,0,2022-2022
Riley Hekure,25,6,0,2022-2022
Simon Atai,15,9,1,2022-2022
Dogodo Bau,14,8,3,2022-2022
Kabua Morea,17,5,0,2022-2022
Alei Nao,26,10,0,2022-2022
Kushal Bhurtel,44,33,0,2022-2022
Aasif Sheikh,41,28,3,2022-2022
Gyanendra Malla,37,13,0,2022-2022
Dipendra Singh Airee,50,26,0,2022-2022
Rohit Paudel,52,13,0,2022-2022
Aarif Sheikh,47,21,0,2022-2022
Binod Bhandari,17,21,1,2022-2022
Karan KC,46,6,0,2022-2022
Sompal Kami,47,10,0,2022-2022
Sandeep Lamichhane,49,8,0,2022-2022
Sagar Dhakal,8,1,0,2022-2022
Kamal Airee,3,0,0,2022-2022
Kyle Verreynne,12,9,0,2022-2022
Kagiso Rabada,89,31,0,2022-2022
Alishan Sharafu,14,8,0,2022-2022
Sese Bau,57,20,0,2022-2022
Wayne Parnell,73,13,0,2022-2022
Pawan Sarraf,8,2,0,2022-2022
Bikram Sob,5,1,0,2022-2022
Jason Kila,13,3,0,2022-2022
Anil Sah,4,3,0,2022-2022
Dev Khanal,10,6,0,2022-2022
Bhim Sharki,17,4,0,2022-2022
Semo Kamea,22,2,0,2022-2022
Nosaina Pokana,21,7,0,2022-2022
Gulsan Jha,22,5,0,2022-2022
Stephan Myburgh,22,4,0,2022-2022
Max O'Dowd,33,5,0,2022-2022
Vikramjit Singh,25,6,0,2022-2022
Michael Rippon,9,4,0,2022-2022
Logan van Beek,25,15,0,2022-2022
Martin Guptill,198,104,0,2022-2022
Henry Nicholls,66,24,0,2022-2022
Will Young,15,3,0,2022-2022
Ross Taylor,236,142,0,2022-2022
Tom Latham,130,111,15,2022-2022
Kyle Jamieson,8,2,0,2022-2022
Matt Henry,72,23,0,2022-2022
Blair Tickner,13,5,0,2022-2022
Colin de Grandhomme,45,17,0,2022-2022
Michael Bracewell,19,9,0,2022-2022
Ish Sodhi,46,10,0,2022-2022
Travis Head,54,14,0,2022-2022
Aaron Finch,146,71,0,2022-2022
Ben McDermott,5,0,0,2022-2022
Marnus Labuschagne,30,12,0,2022-2022
Marcus Stoinis,60,15,0,2022-2022
Alex Carey,64,73,8,2022-2022
Cameron Green,15,6,0,2022-2022
Sean Abbott,11,4,0,2022-2022
Nathan Ellis,4,0,0,2022-2022
Fakhar Zaman,70,33,0,2022-2022
Imam-ul-Haq,59,10,0,2022-2022
Babar Azam,100,45,0,2022-2022
Saud Shakeel,5,2,0,2022-2022
Mohammad Rizwan,57,52,2,2022-2022
Iftikhar Ahmed,12,11,0,2022-2022
Khushdil Shah,10,6,0,2022-2022
Hasan Ali,60,13,0,2022-2022
Mohammad Wasim,14,2,0,2022-2022
Haris Rauf,22,8,0,2022-2022
Zahid Mahmood,4,0,0,2022-2022
Adam Zampa,79,16,0,2022-2022
Mitchell Swepson,3,0,0,2022-2022
Shaheen Shah Afridi,36,7,0,2022-2022
Doug Bracewell,21,5,0,2022-2022
Jason Behrendorff,12,3,0,2022-2022
Kyle Coetzer,89,26,0,2022-2022
Matthew Cross,90,118,7,2022-2022
Calum MacLeod,88,53,0,2022-2022
Richie Berrington,112,38,0,2022-2022
George Munsey,53,26,0,2022-2022
Safyaan Sharif,77,20,0,2022-2022
Hamza Tahir,31,5,0,2022-2022
Gavin Main,14,7,0,2022-2022
Michael Leask,69,30,0,2022-2022
Mark Watt,61,16,0,2022-2022
Dylan Budge,17,8,0,2022-2022
Adrian Neill,9,3,0,2022-2022
Christopher McBride,18,5,0,2022-2022
Steven Taylor,45,20,0,2022-2022
Sushant Modani,31,3,0,2022-2022
Monank Patel,47,33,2,2022-2022
Aaron Jones,43,14,0,2022-2022
Gajanand Singh,32,14,0,2022-2022
Saiteja Mukkamalla,17,3,0,2022-2022
Nisarg Patel,41,7,0,2022-2022
Saurabh Netravalkar,48,15,0,2022-2022
Ali Khan,15,2,0,2022-2022
Rusty Theron,18,7,0,2022-2022
Nosthush Kenjige,40,17,0,2022-2022
Chris Greaves,23,8,0,2022-2022
Cameron Stevenson,18,3,0,2022-2022
Chris Sole,30,9,0,2022-2022
Teja Nidamanuru,20,5,0,2022-2022
Nkrumah Bonner,6,1,0,2022-2022
Anderson Phillip,5,2,0,2022-2022
Kyle Mayers,25,10,0,2022-2022
Rahul Bhatia,2,0,0,2022-2022
Shariz Ahmad,11,3,0,2022-2022
Keacy Carty,14,1,0,2022-2022
Oliver Davidson,1,0,0,2022-2022
Zawar Farid,10,1,0,2022-2022
Karthik Meiyappan,31,10,0,2022-2022
Innocent Kaia,17,4,0,2022-2022
Donald Tiripano,38,5,0,2022-2022
Tanaka Chivanga,5,1,0,2022-2022
Jayden Seales,7,1,0,2022-2022
Shermon Lewis,1,3,0,2022-2022
Rahul Jariwala,4,0,0,2022-2022
Rovman Powell,50,15,0,2022-2022
Shadab Khan,56,14,0,2022-2022
Mohammad Nawaz,28,12,0,2022-2022
Yasir Mohammad,3,0,0,2022-2022
Dion Myers,5,3,0,2022-2022
Sunil Dhamala,1,0,0,2022-2022
Subash Khakurel,6,0,1,2022-2022
Sushan Bhari,11,3,0,2022-2022
Mohammad Haris,5,4,2,2022-2022
Mohammad Aadil Alam,6,1,0,2022-2022
Shahnawaz Dahani,2,0,0,2022-2022
Keemo Paul,30,15,0,2022-2022
Danushka Gunathilaka,47,14,0,2022-2022
Dhananjaya de Silva,76,35,0,2022-2022
Wanindu Hasaranga,48,15,0,2022-2022
David Warner,142,62,0,2022-2022
Steven Smith,142,81,0,2022-2022
Glenn Maxwell,128,79,0,2022-2022
Pat Cummins,75,19,0,2022-2022
Ashton Agar,21,10,0,2022-2022
Jhye Richardson,15,5,0,2022-2022
Josh Hazlewood,69,22,0,2022-2022
Dunith Wellalage,9,3,0,2022-2022
Matthew Kuhnemann,4,2,0,2022-2022
Jason Roy,116,46,0,2022-2022
Phil Salt,14,4,0,2022-2022
Dawid Malan,18,7,0,2022-2022
Jos Buttler,165,204,34,2022-2022
Eoin Morgan,248,87,0,2022-2022
Liam Livingstone,12,6,0,2022-2022
Tom Cooper,32,17,0,2022-2022
Shane Snater,4,5,0,2022-2022
David Willey,64,26,0,2022-2022
Reece Topley,22,5,0,2022-2022
Sam Curran,23,5,0,2022-2022
Moeen Ali,129,42,0,2022-2022
Adil Rashid,125,40,0,2022-2022
Tim Pringle,4,0,0,2022-2022
Brydon Carse,9,1,0,2022-2022
Mitchell Marsh,72,31,0,2022-2022
Niroshan Dickwella,55,41,11,2022-2022
Paul van Meekeren,13,4,0,2022-2022
David Payne,1,0,0,2022-2022
Pramod Madushan,1,0,0,2022-2022
Josh Inglis,3,0,0,2022-2022
Simi Singh,35,13,0,2022-2022
Finn Allen,18,6,0,2022-2022
Glenn Phillips,16,8,0,2022-2022
Lockie Ferguson,53,12,0,2022-2022
Zane Green,33,39,4,2022-2022
Divan la Cock,16,8,0,2022-2022
Gudakesh Motie,4,1,0,2022-2022
Najmul Hossain Shanto,27,8,0,2022-2022
Nurul Hasan,6,4,3,2022-2022
Nasum Ahmed,7,1,0,2022-2022
Basir Ahamad,3,0,0,2022-2022
Mitchell Santner,93,37,0,2022-2022
Jacob Duffy,3,0,0,2022-2022
Jonny Bairstow,95,48,3,2022-2022
Joe Root,158,78,0,2022-2022
Ben Stokes,105,49,0,2022-2022
Craig Overton,7,4,0,2022-2022
Mohammed Shami,90,29,0,2022-2022
Hardik Pandya,74,30,0,2022-2022
Mosaddek Hossain,43,18,0,2022-2022
Ben Shikongo,14,3,0,2022-2022
Ravindra Jadeja,174,65,0,2022-2022
Graham Hume,10,2,0,2022-2022
Taijul Islam,18,3,0,2022-2022
Kishore Mahato,2,0,0,2022-2022
Heinrich Klaasen,36,34,5,2022-2022
Matthew Potts,1,0,0,2022-2022
Anrich Nortje,21,3,0,2022-2022
Shubman Gill,24,15,0,2022-2022
Sanju Samson,11,7,2,2022-2022
Axar Patel,51,23,0,2022-2022
Avesh Khan,5,3,0,2022-2022
Michael Jones,12,4,0,2022-2022
Dane Cleaver,1,2,0,2022-2022
Mark Chapman,12,3,0,2022-2022
Daryl Mitchell,25,10,0,2022-2022
Anamul Haque,44,12,0,2022-2022
Tarisai Musakanda,16,12,0,2022-2022
Luke Jongwe,40,12,0,2022-2022
Victor Nyauchi,10,2,0,2022-2022
Tadiwanashe Marumani,12,1,0,2022-2022
Tony Munyonga,6,1,0,2022-2022
Brad Evans,15,7,0,2022-2022
Hasan Mahmud,13,0,0,2022-2022
Ebadot Hossain,12,1,0,2022-2022
Clive Madande,9,6,1,2022-2022
Craig Wallace,32,17,2,2022-2022
Sabir Ali,4,2,0,2022-2022
Aryan Lakra,16,8,0,2022-2022
Ian Holland,15,6,0,2022-2022
Jaskaran Malhotra,18,10,1,2022-2022
Agha Salman,11,4,0,2022-2022
Wesley Barresi,45,20,8,2022-2022
Naseem Shah,8,1,0,2022-2022
Jessy Singh,24,5,0,2022-2022
Kane Williamson,161,64,0,2022-2022
Devon Conway,18,9,0,2022-2022
Tim Southee,154,43,0,2022-2022
Trent Boult,99,37,0,2022-2022
Jermaine Blackwood,3,2,0,2022-2022
Kevin Sinclair,7,6,0,2022-2022
Yannic Cariah,8,0,0,2022-2022
James Neesham,73,26,0,2022-2022
Abdullah Shafique,3,3,0,2022-2022
Mitchell Starc,110,38,0,2022-2022
Damien Ravu,18,2,0,2022-2022
Kyle Phillip,5,1,0,2022-2022
Ruturaj Gaikwad,1,0,0,2022-2022
Ravi Bishnoi,1,0,0,2022-2022
Reeza Hendricks,27,16,0,2022-2022
Bjorn Fortuin,5,0,0,2022-2022
Shahbaz Ahmed,3,1,0,2022-2022
Aayan Afzal Khan,25,1,0,2022-2022
Arjun Saud,9,5,2,2022-2022
Harishankar Shah,3,1,0,2022-2022
Lalit Rajbanshi,21,6,0,2022-2022
Hazrat Bilal,7,0,0,2022-2022
Vishnu Sukumaran,2,0,0,2022-2022
James Vince,25,10,0,2022-2022
Sam Billings,28,19,1,2022-2022
Liam Dawson,6,2,0,2022-2022
Chris Jordan,35,19,0,2022-2022
Luke Wood,1,0,0,2022-2022
Olly Stone,8,0,0,2022-2022
Chris Woakes,112,47,0,2022-2022
Gaudi Toka,22,7,0,2022-2022
Kiplin Doriga,39,19,6,2022-2022
Shayan Jahangir,12,12,1,2022-2022
Adam Milne,45,22,0,2022-2022
Arshdeep Singh,3,0,0,2022-2022
Umran Malik,8,1,0,2022-2022
Dhananjaya Lakshan,3,1,0,2022-2022
Kasun Rajitha,24,2,0,2022-2022
Lahiru Kumara,26,6,0,2022-2022
Noor Ahmad,3,1,0,2022-2022
Asitha Fernando,5,0,0,2022-2022
Brandon McMullen,15,9,0,2022-2022
Kuldeep Sen,1,0,0,2022-2022
Finn Allen,18,6,0,2023-2023
Devon Conway,18,9,0,2023-2023
Kane Williamson,161,64,0,2023-2023
Daryl Mitchell,25,10,0,2023-2023
Tom Latham,130,111,15,2023-2023
Glenn Phillips,16,8,0,2023-2023
Michael Bracewell,19,9,0,2023-2023
Mitchell Santner,93,37,0,2023-2023
Henry Shipley,8,2,0,2023-2023
Tim Southee,154,43,0,2023-2023
Lockie Ferguson,53,12,0,2023-2023
Fakhar Zaman,70,33,0,2023-2023
Imam-ul-Haq,59,10,0,2023-2023
Babar Azam,100,45,0,2023-2023
Mohammad Rizwan,57,52,2,2023-2023
Haris Sohail,45,17,0,2023-2023
Agha Salman,11,4,0,2023-2023
Naseem Shah,8,1,0,2023-2023
Haris Rauf,22,8,0,2023-2023
Mohammad Wasim,14,2,0,2023-2023
Usama Mir,6,2,0,2023-2023
Mohammad Nawaz,28,12,0,2023-2023
Rohit Sharma,243,87,0,2023-2023
Shubman Gill,24,15,0,2023-2023
Virat Kohli,274,141,0,2023-2023
Shreyas Iyer,42,16,0,2023-2023
KL Rahul,54,32,2,2023-2023
Hardik Pandya,74,30,0,2023-2023
Axar Patel,51,23,0,2023-2023
Mohammed Shami,90,29,0,2023-2023
Mohammed Siraj,24,5,0,2023-2023
Pathum Nissanka,34,12,0,2023-2023
Avishka Fernando,29,14,0,2023-2023
Kusal Mendis,106,67,3,2023-2023
Charith Asalanka,35,9,0,2023-2023
Dhananjaya de Silva,76,35,0,2023-2023
Dasun Shanaka,61,15,0,2023-2023
Wanindu Hasaranga,48,15,0,2023-2023
Dunith Wellalage,9,3,0,2023-2023
Chamika Karunaratne,23,5,0,2023-2023
Kasun Rajitha,24,2,0,2023-2023
Dilshan Madushanka,6,3,0,2023-2023
Umran Malik,8,1,0,2023-2023
Yuzvendra Chahal,72,16,0,2023-2023
Ish Sodhi,46,10,0,2023-2023
Nuwanidu Fernando,4,0,0,2023-2023
Lahiru Kumara,26,6,0,2023-2023
Kuldeep Yadav,81,12,0,2023-2023
Shan Masood,9,2,0,2023-2023
Mohammad Hasnain,9,2,0,2023-2023
Suryakumar Yadav,23,14,0,2023-2023
Ashen Bandara,6,3,0,2023-2023
Jeffrey Vandersay,20,4,0,2023-2023
Paul Stirling,154,57,0,2023-2023
Stephen Doheny,9,3,0,2023-2023
Andy Balbirnie,101,32,0,2023-2023
Harry Tector,38,20,0,2023-2023
George Dockrell,117,43,0,2023-2023
Curtis Campher,30,10,0,2023-2023
Lorcan Tucker,44,59,3,2023-2023
Wessly Madhevere,36,9,0,2023-2023
Innocent Kaia,17,4,0,2023-2023
Craig Ervine,116,54,0,2023-2023
Gary Ballance,21,13,0,2023-2023
Sikandar Raza,136,54,0,2023-2023
Ryan Burl,47,20,0,2023-2023
Clive Madande,9,6,1,2023-2023
Brad Evans,15,7,0,2023-2023
Wellington Masakadza,35,10,0,2023-2023
Richard Ngarava,39,6,0,2023-2023
Victor Nyauchi,10,2,0,2023-2023
Mark Adair,41,18,0,2023-2023
Josh Little,32,4,0,2023-2023
Graham Hume,10,2,0,2023-2023
Andy McBrine,82,32,0,2023-2023
Ishan Kishan,14,5,2,2023-2023
Washington Sundar,16,4,0,2023-2023
Shardul Thakur,35,7,0,2023-2023
Henry Nicholls,66,24,0,2023-2023
Blair Tickner,13,5,0,2023-2023
Murray Commins,2,1,0,2023-2023
Tadiwanashe Marumani,12,1,0,2023-2023
Chamu Chibhabha,109,34,0,2023-2023
Tendai Chatara,87,8,0,2023-2023
Jacob Duffy,3,0,0,2023-2023
Quinton de Kock,140,183,14,2023-2023
Temba Bavuma,26,22,0,2023-2023
Rassie van der Dussen,45,19,0,2023-2023
Aiden Markram,50,20,0,2023-2023
Heinrich Klaasen,36,34,5,2023-2023
David Miller,155,69,0,2023-2023
Wayne Parnell,73,13,0,2023-2023
Sisanda Magala,7,2,0,2023-2023
Kagiso Rabada,89,31,0,2023-2023
Jason Roy,116,46,0,2023-2023
Dawid Malan,18,7,0,2023-2023
Ben Duckett,6,3,0,2023-2023
Harry Brook,3,0,0,2023-2023
Jos Buttler,165,204,34,2023-2023
Moeen Ali,129,42,0,2023-2023
Sam Curran,23,5,0,2023-2023
David Willey,64,26,0,2023-2023
Adil Rashid,125,40,0,2023-2023
Jofra Archer,21,6,0,2023-2023
Olly Stone,8,0,0,2023-2023
Anrich Nortje,21,3,0,2023-2023
Tabraiz Shamsi,44,8,0,2023-2023
Chris Woakes,112,47,0,2023-2023
Marco Jansen,9,3,0,2023-2023
Lungi Ngidi,45,11,0,2023-2023
Keshav Maharaj,27,4,0,2023-2023
Reece Topley,22,5,0,2023-2023
Reeza Hendricks,27,16,0,2023-2023
Lo-handre Louwrens,23,14,0,2023-2023
Karl Birkenstock,20,8,0,2023-2023
Michael van Lingen,28,7,0,2023-2023
Gerhard Erasmus,40,22,0,2023-2023
Jan Nicol Loftie-Eaton,32,17,0,2023-2023
Jan Frylinck,28,11,0,2023-2023
Zane Green,33,39,4,2023-2023
Pikky Ya France,25,7,0,2023-2023
Ruben Trumpelmann,34,13,0,2023-2023
Bernard Scholtz,41,5,0,2023-2023
Tangeni Lungameni,22,5,0,2023-2023
Kushal Bhurtel,44,33,0,2023-2023
Aasif Sheikh,41,28,3,2023-2023
Gyanendra Malla,37,13,0,2023-2023
Rohit Paudel,52,13,0,2023-2023
Kushal Malla,27,6,0,2023-2023
Dipendra Singh Airee,50,26,0,2023-2023
Sundeep Jora,5,1,0,2023-2023
Karan KC,46,6,0,2023-2023
Sandeep Lamichhane,49,8,0,2023-2023
Sompal Kami,47,10,0,2023-2023
Lalit Rajbanshi,21,6,0,2023-2023
Ben Shikongo,14,3,0,2023-2023
Kyle Coetzer,89,26,0,2023-2023
George Munsey,53,26,0,2023-2023
Brandon McMullen,15,9,0,2023-2023
Safyaan Sharif,77,20,0,2023-2023
Mark Watt,61,16,0,2023-2023
Michael Leask,69,30,0,2023-2023
Hamza Tahir,31,5,0,2023-2023
Chris Greaves,23,8,0,2023-2023
Christopher McBride,18,5,0,2023-2023
Richie Berrington,112,38,0,2023-2023
Tomas Mackintosh,10,2,0,2023-2023
Matthew Cross,90,118,7,2023-2023
Jack Jarvis,3,2,0,2023-2023
Chris Sole,30,9,0,2023-2023
Gulsan Jha,22,5,0,2023-2023
Liam Naylor,1,0,0,2023-2023
Shaun Fouché,7,3,0,2023-2023
Muhammad Waseem,45,22,0,2023-2023
Vriitya Aravind,55,34,9,2023-2023
Chirag Suri,37,10,0,2023-2023
Chundangapoyil Rizwan,41,9,0,2023-2023
Asif Khan,30,7,0,2023-2023
Rohan Mustafa,81,35,0,2023-2023
Aayan Afzal Khan,25,1,0,2023-2023
Karthik Meiyappan,31,10,0,2023-2023
Junaid Siddique,43,4,0,2023-2023
Hazrat Bilal,7,0,0,2023-2023
Zahoor Khan,59,13,0,2023-2023
Alishan Sharafu,14,8,0,2023-2023
Rahul Bhatia,2,0,0,2023-2023
Tony Ura,61,26,0,2023-2023
Kiplin Doriga,39,19,6,2023-2023
Sese Bau,57,20,0,2023-2023
